shipment_id,shipment_date_id,order_id,product_id,warehouse_id,quantity_shipped,lead_time_days
45967,439,31924,6108,9,271,8
45968,603,35510,6939,1,454,12
45969,309,20466,5340,3,237,19
45970,572,93288,7502,2,457,6
45971,549,59511,1530,3,467,18
45972,477,152362,1484,7,227,14
45973,297,20711,5119,3,329,6
45974,264,170593,3515,4,365,29
45975,735,138831,4247,5,243,17
45976,99,126677,3929,9,30,6
45977,659,127164,3856,1,448,13
45978,315,130917,396,9,224,19
45979,112,36999,5848,7,61,24
45980,1095,38974,7092,5,227,3
45981,486,91892,2328,2,35,7
45982,850,104689,6940,5,453,16
45983,786,19513,5967,10,271,16
45984,846,25880,74,10,445,28
45985,602,65372,117,7,311,24
45986,167,55276,2586,3,121,13
45987,583,795,5966,9,123,22
45988,25,118092,6134,6,31,15
45989,580,109913,6162,9,420,24
45990,963,143913,6805,5,493,7
45991,173,128621,7540,7,88,9
45992,925,176322,2659,4,101,3
45993,986,156491,1332,3,270,29
45994,254,18777,5541,8,171,15
45995,519,99469,1705,5,437,27
45996,929,62153,2769,4,104,20
45997,486,78547,3651,2,469,17
45998,783,169713,4802,6,154,14
45999,438,42331,1861,2,445,16
46000,984,36698,5669,5,346,25
46001,979,173913,5444,1,24,6
46002,446,56506,7675,10,375,11
46003,745,13772,2872,4,273,16
46004,474,58701,83,5,280,22
46005,929,56179,5315,7,313,29
46006,433,70660,5313,8,35,13
46007,107,85570,1713,10,205,13
46008,545,150269,634,1,364,1
46009,1010,109772,5360,4,47,10
46010,315,85038,5986,10,327,27
46011,326,173922,2197,9,157,20
46012,149,142314,1877,1,341,21
46013,79,63189,3678,3,124,8
46014,555,172887,1148,4,418,27
46015,631,104774,352,3,472,17
46016,458,67988,7511,1,216,16
46017,277,39564,2584,8,50,19
46018,738,71202,3479,6,466,20
46019,452,3862,3275,6,42,11
46020,812,80909,2795,9,297,6
46021,246,87006,4626,8,331,19
46022,335,176067,6856,5,324,2
46023,491,88214,5300,8,286,27
46024,271,34532,2718,8,474,20
46025,638,9834,5008,8,446,27
46026,641,64883,2352,4,181,9
46027,125,128823,688,1,462,3
46028,211,98758,7061,8,212,20
46029,592,85740,6496,5,238,15
46030,362,146362,2131,7,165,10
46031,413,85221,6205,1,492,29
46032,880,139291,7652,8,371,23
46033,920,11431,2011,4,163,14
46034,880,37863,252,2,110,2
46035,276,140974,3518,4,234,20
46036,65,167171,595,8,131,11
46037,9,149325,3080,8,44,4
46038,1018,125176,3527,4,296,28
46039,240,104685,5682,10,26,8
46040,630,5099,3221,7,156,29
46041,1055,22912,347,5,286,11
46042,913,22031,817,10,334,18
46043,1072,176136,5895,8,364,14
46044,546,99501,4345,2,316,4
46045,760,76517,1576,9,203,6
46046,322,24341,6989,7,71,24
46047,1004,133550,3911,2,312,12
46048,1009,116151,3631,3,56,21
46049,683,137926,1253,4,59,25
46050,989,42640,3377,5,35,12
46051,673,6141,2244,6,466,11
46052,656,108636,4843,6,169,20
46053,134,24073,7203,8,325,25
46054,901,136480,3420,7,89,20
46055,784,151590,4510,7,223,8
46056,973,142385,3701,4,178,1
46057,713,44108,6814,5,134,6
46058,834,152850,4516,5,189,23
46059,334,137484,2480,1,234,14
46060,536,2679,7095,6,70,16
46061,163,130625,7969,7,419,24
46062,123,162622,4877,1,168,1
46063,82,28629,1200,5,164,28
46064,623,166481,5004,9,496,3
46065,1074,153689,6168,10,387,20
46066,449,52911,7292,2,494,3
46067,54,124654,3434,9,90,13
46068,371,147726,6495,8,74,28
46069,503,88879,1638,9,88,29
46070,720,90506,6789,5,12,5
46071,669,81814,3262,3,261,11
46072,925,113390,2227,2,223,27
46073,452,175899,2147,8,132,30
46074,694,80802,168,5,205,12
46075,295,93506,4474,7,264,30
46076,190,11414,4447,8,452,6
46077,254,108325,7063,2,255,24
46078,999,104086,1385,10,42,19
46079,1038,23063,4414,2,432,16
46080,869,135362,4376,5,90,12
46081,569,149206,6948,2,189,1
46082,830,135926,6245,3,112,22
46083,765,104510,7859,7,300,3
46084,480,73114,368,10,320,19
46085,1090,33897,2335,3,232,30
46086,611,127619,7365,4,239,17
46087,789,109554,810,7,162,5
46088,264,42047,1765,10,418,28
46089,770,54523,1362,10,304,12
46090,314,1244,6122,6,426,7
46091,282,12156,4713,3,98,5
46092,830,69491,6903,5,4,16
46093,992,97832,7230,4,68,4
46094,645,79782,6650,8,314,17
46095,835,149589,4706,10,356,30
46096,637,108976,5315,3,59,11
46097,788,141386,4750,7,452,22
46098,308,108725,4215,1,438,12
46099,76,34825,6179,4,375,8
46100,522,114908,3821,5,33,29
46101,47,103363,865,3,487,21
46102,819,168826,3720,4,335,16
46103,860,48053,1548,5,161,10
46104,91,133225,1284,1,234,6
46105,810,116592,5931,2,248,26
46106,137,131331,2185,9,341,29
46107,728,110122,107,8,199,23
46108,600,71983,1744,5,91,5
46109,939,78352,321,2,331,17
46110,296,163702,6289,1,103,8
46111,982,18206,1608,9,454,19
46112,824,36327,7017,5,398,10
46113,697,84627,7057,10,131,18
46114,63,1704,1148,5,227,29
46115,400,133791,4508,10,453,29
46116,592,20401,6142,1,320,14
46117,846,156696,7490,1,20,16
46118,266,122924,6871,1,204,25
46119,558,63294,4182,8,305,22
46120,490,74466,6313,2,328,12
46121,44,1027,1041,1,350,28
46122,822,174928,6085,4,347,27
46123,1003,160382,3248,10,195,4
46124,229,71560,2282,8,107,20
46125,520,31901,1441,6,499,29
46126,292,33773,7275,4,161,18
46127,374,5023,6619,6,351,15
46128,77,50323,5806,10,28,25
46129,139,143259,794,10,192,5
46130,163,109417,6819,10,286,21
46131,256,148603,1644,5,44,3
46132,450,68330,2450,6,110,23
46133,689,122168,1954,1,204,1
46134,1064,96473,6930,6,348,30
46135,618,161738,2983,8,224,22
46136,427,90513,4133,8,120,21
46137,503,102338,5466,2,395,24
46138,29,90631,713,2,133,12
46139,702,8724,4148,8,433,17
46140,1079,4262,5920,7,72,24
46141,899,7808,1598,3,193,30
46142,947,51153,6535,9,112,8
46143,101,136937,3701,7,350,12
46144,230,74887,6002,2,62,24
46145,675,74794,4117,7,195,27
46146,396,111968,1178,10,22,17
46147,951,110323,7003,2,492,29
46148,375,114369,7683,10,230,14
46149,395,167521,2622,10,348,27
46150,394,63101,1450,7,40,11
46151,357,35775,5217,7,324,16
46152,323,65665,1332,5,431,27
46153,608,27512,3916,8,478,15
46154,433,83173,1932,6,402,10
46155,285,137463,5352,8,301,20
46156,503,94145,4582,6,429,13
46157,829,144876,5629,8,242,15
46158,741,94351,5949,1,76,30
46159,79,105316,7629,3,330,19
46160,337,114234,7877,6,19,3
46161,708,125189,458,6,390,7
46162,798,141222,3308,8,195,8
46163,961,88575,2185,2,91,7
46164,509,133902,4706,3,177,19
46165,88,153855,7192,8,379,20
46166,523,9317,4399,5,51,19
46167,962,53114,7184,4,163,25
46168,622,168204,3394,6,92,14
46169,503,169732,2579,8,383,27
46170,458,141988,7957,10,299,21
46171,178,24582,7763,2,495,3
46172,156,110045,5611,8,358,26
46173,964,122629,2516,4,31,30
46174,612,14924,883,1,290,16
46175,652,168845,4209,2,20,6
46176,420,161286,423,8,71,26
46177,101,69831,7009,4,418,29
46178,44,39561,5765,5,64,21
46179,673,131048,4990,2,473,11
46180,532,51133,4775,6,216,8
46181,549,60525,7254,1,71,11
46182,97,8812,6416,2,82,17
46183,317,90713,5304,5,51,3
46184,849,66844,2156,4,399,29
46185,335,112359,1379,10,279,18
46186,306,162549,5831,8,171,1
46187,505,69325,6615,9,309,19
46188,1004,44945,2686,10,1,13
46189,1018,114878,2217,4,22,23
46190,678,55500,3689,4,195,2
46191,609,161754,1010,2,27,20
46192,997,22130,1606,8,427,17
46193,304,177190,3671,10,212,8
46194,290,4380,5344,1,162,13
46195,633,9329,5661,10,226,5
46196,262,13870,6821,2,152,7
46197,935,91748,5437,1,433,7
46198,838,19996,1678,5,222,28
46199,1069,86185,276,10,136,15
46200,753,163903,5441,7,242,13
46201,651,14064,5693,10,352,8
46202,1031,107282,5033,8,449,1
46203,411,135030,7684,7,75,2
46204,712,139532,5502,1,80,21
46205,850,82345,1071,8,290,2
46206,1085,6024,4781,2,105,11
46207,333,86890,6150,6,437,7
46208,392,70277,1756,8,160,4
46209,405,27537,721,2,122,30
46210,995,36608,3007,4,466,28
46211,846,122534,856,6,236,30
46212,509,98075,1059,4,373,4
46213,859,46879,7726,10,301,10
46214,927,119566,7181,2,256,28
46215,54,110613,4763,6,432,15
46216,1071,161255,7026,3,500,28
46217,672,35778,5233,4,269,30
46218,1054,149116,6791,8,388,2
46219,43,29223,1817,9,397,21
46220,653,173628,7348,5,77,2
46221,186,93632,7350,3,106,25
46222,931,85799,3192,4,2,8
46223,744,148399,5349,2,384,27
46224,952,68679,3626,3,96,4
46225,756,31527,6842,10,130,12
46226,908,52016,6451,8,181,5
46227,432,110234,4990,8,439,6
46228,635,108177,5195,3,256,19
46229,719,43214,3858,6,352,16
46230,613,31572,1731,2,233,20
46231,825,34415,7079,6,393,9
46232,598,83545,5729,8,35,27
46233,388,113349,7434,1,39,6
46234,464,9967,3690,5,415,2
46235,942,95862,3402,8,81,6
46236,432,6123,6592,9,84,26
46237,645,149394,6738,4,1,14
46238,358,178315,4671,1,132,26
46239,216,89222,291,1,275,10
46240,791,147870,7813,1,447,27
46241,500,52939,3534,1,24,25
46242,1088,119301,2056,1,279,28
46243,584,57513,4626,8,47,26
46244,979,169533,1796,5,438,28
46245,666,176128,4726,3,486,1
46246,588,165851,1936,10,462,14
46247,140,97534,4230,2,244,14
46248,190,166088,361,9,490,20
46249,547,86489,1532,6,86,2
46250,378,49525,1564,8,344,1
46251,278,140465,7638,3,439,22
46252,571,178353,7163,4,132,4
46253,325,77193,3560,10,348,16
46254,7,19029,3701,9,390,4
46255,207,164782,3057,9,442,12
46256,1052,148197,1192,3,11,13
46257,383,73977,7022,9,486,7
46258,130,7182,6999,2,465,8
46259,237,71441,5346,4,422,9
46260,191,173727,2195,7,175,20
46261,424,8852,2091,7,7,4
46262,124,41962,3967,6,55,15
46263,944,38854,2553,5,384,9
46264,599,130014,2840,7,34,19
46265,1037,112876,3486,4,460,6
46266,305,144019,5691,3,249,13
46267,115,73003,5098,6,266,28
46268,171,17478,6018,7,106,26
46269,329,39106,2335,7,140,27
46270,150,85307,5837,5,56,28
46271,158,49364,6928,2,154,22
46272,762,152653,5763,3,430,15
46273,692,4919,4737,4,469,19
46274,270,140837,5087,5,169,17
46275,181,104699,2542,9,423,29
46276,781,110392,4197,10,382,30
46277,713,39810,6602,5,370,10
46278,395,16716,3210,2,148,19
46279,878,47814,7796,10,306,2
46280,312,26659,4534,4,60,6
46281,700,157820,66,7,485,3
46282,526,3933,6261,10,169,27
46283,971,37711,1722,8,137,1
46284,17,159451,4507,8,257,1
46285,1080,113510,5043,2,10,12
46286,79,5802,4012,3,99,19
46287,14,129792,700,4,118,30
46288,645,76694,549,6,229,4
46289,772,93503,2727,1,148,27
46290,37,100243,4010,2,339,6
46291,192,158929,7273,5,138,11
46292,71,177828,2350,10,297,8
46293,241,22384,6616,3,356,7
46294,353,89230,2031,5,238,1
46295,1049,74156,318,5,391,29
46296,32,140230,515,2,46,23
46297,230,163216,1891,7,62,14
46298,321,82724,6555,8,171,30
46299,166,45923,5940,5,210,20
46300,96,87691,7199,4,115,10
46301,570,7343,5475,2,385,12
46302,418,93779,7898,3,254,5
46303,501,138140,1817,4,28,9
46304,727,179568,1012,5,102,16
46305,601,57844,6090,8,170,6
46306,1085,160570,3665,9,412,11
46307,587,62979,2314,9,479,18
46308,744,36434,3066,9,366,24
46309,983,159471,4504,7,68,5
46310,622,38494,4168,2,441,29
46311,823,30095,81,7,352,3
46312,229,129059,1447,2,432,6
46313,650,19242,2133,5,125,29
46314,782,5801,3587,5,241,12
46315,364,66971,3322,1,367,21
46316,891,168952,6689,5,97,26
46317,273,125024,7777,2,246,17
46318,914,105510,5134,10,115,26
46319,6,136410,4756,1,314,24
46320,80,139518,2779,4,349,12
46321,852,14975,4824,1,277,16
46322,886,116140,2950,2,409,15
46323,845,55149,2353,2,309,18
46324,153,26090,3932,7,461,25
46325,824,154853,7623,7,333,9
46326,893,119783,942,1,121,17
46327,423,139055,3486,6,420,22
46328,1020,19926,3233,7,468,22
46329,776,31138,6819,1,226,15
46330,67,157826,7773,3,164,26
46331,678,62311,6763,7,146,11
46332,123,40708,4090,10,37,7
46333,246,150865,6795,8,140,28
46334,1032,64059,6215,7,413,6
46335,852,145457,6450,2,121,22
46336,957,21164,1271,9,465,5
46337,417,22538,3566,1,338,16
46338,618,145485,2512,10,323,21
46339,862,4275,7541,10,363,30
46340,304,118224,7790,6,237,22
46341,1043,96487,4772,3,166,17
46342,289,138688,7777,2,193,27
46343,111,78114,4116,1,141,5
46344,979,170565,7681,4,399,17
46345,41,176779,5217,8,262,11
46346,420,68903,5435,7,182,5
46347,745,90719,792,1,466,2
46348,52,43933,2290,1,381,20
46349,72,15200,4558,6,327,16
46350,598,46511,2124,8,115,2
46351,851,46700,1695,1,137,19
46352,886,43977,6925,8,78,23
46353,179,49587,1204,2,75,3
46354,256,78967,3930,4,468,23
46355,1043,8548,6436,3,2,26
46356,280,33948,5709,9,466,29
46357,9,69386,1085,10,153,16
46358,780,16549,6246,6,264,17
46359,997,40661,6273,10,365,18
46360,573,46605,1020,2,372,27
46361,765,133325,832,4,103,25
46362,447,66813,7079,4,405,10
46363,1049,2913,2743,7,438,14
46364,119,89747,5307,6,458,15
46365,401,130474,6254,2,213,3
46366,48,29620,5209,4,427,26
46367,833,5370,562,6,227,16
46368,658,3449,1881,1,419,19
46369,253,27,6099,8,369,21
46370,894,173549,7770,4,119,8
46371,888,38702,7706,5,117,26
46372,596,14799,1581,6,16,11
46373,152,1361,3555,10,197,6
46374,1065,117948,5273,1,6,29
46375,312,172284,1249,8,62,22
46376,794,148051,1226,3,288,27
46377,489,84269,45,3,400,18
46378,983,103968,7258,8,451,25
46379,902,162279,1713,3,30,15
46380,1042,164651,6456,7,465,12
46381,260,20181,3251,2,499,29
46382,586,98765,73,8,239,27
46383,483,179299,7145,4,154,1
46384,1057,28837,7267,1,206,22
46385,897,26926,5337,3,236,19
46386,593,88068,2042,4,407,20
46387,981,158118,4620,7,78,2
46388,1089,117960,7587,4,328,8
46389,431,30167,1509,9,462,16
46390,468,160950,1597,5,465,20
46391,683,155462,3819,10,191,8
46392,671,103049,5621,8,71,24
46393,662,108047,248,3,429,18
46394,1013,176082,1893,8,359,10
46395,951,107044,3155,1,108,27
46396,854,56007,7486,10,496,24
46397,1003,7747,3906,10,392,25
46398,528,173312,5818,10,326,24
46399,581,46649,5916,7,485,10
46400,375,166797,3066,10,292,3
46401,1003,178235,1045,10,439,12
46402,172,133580,5811,3,335,16
46403,815,14522,3318,4,79,25
46404,158,161181,4436,3,119,26
46405,154,132741,670,6,401,8
46406,33,10995,6698,6,186,21
46407,639,85776,6956,9,481,13
46408,206,177751,2074,7,414,19
46409,773,129151,6610,9,96,22
46410,433,126605,3163,7,278,6
46411,666,107656,5678,7,377,24
46412,1076,42171,451,7,26,20
46413,943,73463,1476,2,335,26
46414,928,106720,160,4,424,8
46415,96,27271,6595,3,442,25
46416,1041,94877,2002,7,107,2
46417,1043,30905,5285,9,289,16
46418,382,176742,2656,3,27,20
46419,476,9669,2439,4,215,10
46420,306,125203,4829,9,392,25
46421,371,115473,3394,1,162,29
46422,942,58699,7701,7,133,9
46423,643,136375,7872,4,477,6
46424,867,171138,7398,4,362,26
46425,591,115838,3392,2,44,4
46426,334,110972,5209,4,259,27
46427,322,31871,1970,3,269,20
46428,194,16532,7259,8,102,7
46429,79,145589,2953,7,174,23
46430,570,157162,2039,6,389,27
46431,168,58612,2249,6,394,16
46432,734,88968,2837,7,128,27
46433,610,3935,5407,1,480,10
46434,33,97148,7354,9,285,22
46435,852,37362,7225,10,393,13
46436,324,74996,1929,8,458,25
46437,360,128347,4091,8,433,3
46438,1070,144692,7510,3,471,1
46439,652,146706,6291,8,283,19
46440,632,170534,5958,3,318,14
46441,571,144341,1397,10,439,8
46442,202,42516,7061,4,103,22
46443,884,45205,3959,5,176,24
46444,234,152485,6589,4,235,3
46445,554,129838,7866,4,34,1
46446,416,50640,131,5,179,7
46447,622,78419,828,5,78,21
46448,260,78648,5023,1,399,15
46449,359,35313,7030,3,227,5
46450,628,129314,5477,10,231,3
46451,1045,61890,4600,1,73,25
46452,813,117157,6599,1,472,22
46453,872,172865,7077,10,2,21
46454,395,17600,6728,6,321,30
46455,917,12392,3640,8,288,26
46456,669,1984,1159,2,164,26
46457,1047,126968,6925,5,421,11
46458,766,41858,5070,10,139,2
46459,44,154560,3884,2,14,10
46460,938,62432,4494,1,399,9
46461,315,63533,1684,5,176,30
46462,670,27336,1835,5,336,26
46463,572,50975,1340,4,416,15
46464,330,97982,2287,2,299,9
46465,114,70081,4341,10,212,1
46466,411,71583,5340,1,497,13
46467,1019,54788,2933,8,204,27
46468,494,82724,3550,4,189,6
46469,538,87527,3175,6,157,5
46470,843,176454,2448,5,409,21
46471,202,161786,4642,1,262,17
46472,998,5215,6641,7,453,2
46473,877,61556,7046,10,55,26
46474,691,55523,7404,10,291,9
46475,935,170026,948,5,190,25
46476,240,129434,28,5,120,9
46477,746,135746,488,9,496,15
46478,846,115792,5093,10,65,15
46479,47,85417,2107,9,74,17
46480,575,119136,4219,5,227,8
46481,1004,53646,7844,6,414,23
46482,289,26938,7497,1,373,6
46483,855,160414,5651,8,123,17
46484,596,168407,331,4,3,24
46485,583,145481,4599,4,442,21
46486,1049,176108,6278,7,495,25
46487,714,66954,4119,3,425,9
46488,928,20037,5762,5,67,13
46489,991,29265,3592,1,157,4
46490,100,110506,37,2,485,21
46491,889,4118,4812,7,321,8
46492,231,128478,6168,6,481,5
46493,710,137078,2827,1,103,16
46494,483,13394,3382,1,192,16
46495,686,13767,2178,4,409,5
46496,605,64222,4354,3,4,23
46497,281,172410,7397,3,119,3
46498,8,92629,6399,2,434,26
46499,550,28275,6294,4,2,13
46500,178,66787,6914,6,240,25
46501,272,23268,5160,3,316,26
46502,887,126749,4655,1,116,27
46503,927,178083,979,10,109,16
46504,1048,127757,2209,8,132,29
46505,85,174282,1006,1,435,8
46506,1086,112295,3096,3,343,18
46507,1018,99507,3276,10,300,27
46508,796,128128,3580,1,488,30
46509,677,89795,6061,4,117,14
46510,535,53686,173,8,34,21
46511,1085,8147,3437,8,69,27
46512,19,64271,3277,1,283,3
46513,965,88263,46,10,225,1
46514,910,176486,4261,7,43,11
46515,24,84382,1341,4,59,10
46516,1088,123060,530,7,328,11
46517,771,156359,4468,2,323,29
46518,364,110184,256,8,88,12
46519,1093,148309,5649,8,299,23
46520,598,171367,2995,8,495,1
46521,515,90687,6572,5,79,7
46522,515,85694,202,6,46,30
46523,641,28154,5660,2,378,2
46524,537,124759,4935,2,222,1
46525,352,174644,2506,3,390,20
46526,363,39011,1947,10,471,29
46527,464,173647,7012,9,93,4
46528,89,173373,1190,2,119,8
46529,732,170774,1086,9,371,18
46530,231,44451,4566,9,478,27
46531,245,176448,1969,2,270,17
46532,502,71662,5247,10,156,2
46533,384,65891,5816,7,31,15
46534,418,104277,3635,7,112,22
46535,949,70239,156,7,197,8
46536,158,151643,6344,10,148,23
46537,53,73279,4284,3,483,9
46538,266,61620,2936,9,361,14
46539,87,32226,4895,4,222,8
46540,674,48447,5569,8,111,18
46541,660,27853,157,10,426,26
46542,654,52285,6152,2,482,27
46543,299,175478,884,5,237,15
46544,442,102382,4986,6,171,17
46545,335,157362,6566,1,488,4
46546,813,31344,3258,5,249,8
46547,853,61555,1936,8,474,15
46548,427,113805,7758,5,217,28
46549,726,173915,3586,7,258,12
46550,39,147419,6484,4,47,1
46551,249,92902,1781,9,441,18
46552,521,32776,4120,6,250,6
46553,17,143121,5209,1,64,9
46554,381,103773,5618,8,475,29
46555,276,94048,879,2,287,25
46556,643,133269,3121,9,458,18
46557,1081,121453,2662,1,292,5
46558,1066,58606,6793,7,446,2
46559,622,78665,7078,9,167,5
46560,165,92734,1324,2,426,10
46561,954,110959,1910,8,300,16
46562,230,123243,738,9,499,23
46563,883,156205,1684,3,373,1
46564,348,56087,755,2,51,26
46565,448,20506,3944,7,80,28
46566,250,156482,7429,8,194,20
46567,428,174741,3726,4,47,22
46568,74,48872,4470,4,171,24
46569,839,42200,1047,6,114,26
46570,318,61739,2011,8,209,1
46571,464,103482,1011,10,371,23
46572,193,3517,7570,3,338,18
46573,80,164939,7912,10,317,11
46574,374,92324,5034,7,260,3
46575,267,174883,7574,1,124,7
46576,139,88909,7554,1,104,6
46577,222,131787,7775,6,55,23
46578,458,44015,3645,9,73,26
46579,580,51836,7949,4,110,21
46580,1080,20594,5269,10,320,3
46581,858,118670,7788,2,359,6
46582,1026,158915,4903,5,158,15
46583,587,93998,6040,10,67,9
46584,511,28102,6660,3,17,15
46585,1074,72695,7436,7,260,30
46586,556,110517,5005,8,444,26
46587,147,3048,2569,3,169,26
46588,797,36273,5867,8,33,24
46589,1064,67281,443,10,186,7
46590,352,41465,4165,3,408,8
46591,363,100,610,7,242,23
46592,684,150537,7877,9,497,14
46593,522,62547,7912,1,121,19
46594,912,165826,3882,7,358,7
46595,1004,135285,809,7,168,20
46596,223,69118,7115,1,187,13
46597,675,79535,7409,2,409,15
46598,136,150511,2734,1,321,21
46599,619,111821,6939,3,446,16
46600,343,24862,7424,4,142,29
46601,517,64835,1950,10,101,12
46602,207,41576,6915,4,462,16
46603,350,113182,4967,9,173,28
46604,108,47610,4690,6,202,18
46605,439,66956,2099,6,141,7
46606,56,151166,4900,8,149,27
46607,422,17224,3642,5,216,7
46608,1063,102840,1471,1,3,13
46609,769,37706,6085,7,93,4
46610,1091,169915,7922,10,131,6
46611,86,88893,6216,9,365,7
46612,533,117057,1227,10,9,22
46613,562,144045,429,7,261,21
46614,770,11014,4257,6,434,20
46615,378,123445,1653,5,226,12
46616,1093,179387,2585,6,151,16
46617,566,50649,1919,8,196,2
46618,16,112848,1909,4,171,21
46619,116,175937,4700,3,217,15
46620,516,30107,3753,2,456,13
46621,494,7656,940,5,378,29
46622,519,22383,7389,6,42,18
46623,169,96768,1907,7,493,1
46624,1061,20939,1185,9,346,1
46625,165,152764,6275,5,113,14
46626,66,89386,7922,3,339,5
46627,950,45590,3080,3,76,26
46628,862,54676,866,9,131,5
46629,30,2059,2033,4,89,15
46630,883,17966,3922,9,371,3
46631,163,128690,2023,10,320,22
46632,409,34292,4560,2,92,29
46633,217,53449,2857,7,37,7
46634,372,95870,1332,7,44,20
46635,653,30685,6767,2,236,12
46636,513,123697,2401,1,474,30
46637,108,88751,3049,9,148,2
46638,696,112211,865,9,469,1
46639,9,58014,2167,8,484,2
46640,988,172890,2804,8,263,6
46641,917,160148,3099,7,87,9
46642,799,59837,938,2,335,21
46643,964,156305,5499,4,172,27
46644,104,141937,6740,1,299,16
46645,624,23186,2012,3,212,15
46646,719,135169,2739,3,226,24
46647,130,125201,6845,6,52,21
46648,344,46294,6133,8,69,12
46649,496,26018,912,10,129,17
46650,908,133159,4783,1,183,16
46651,610,42208,2950,8,31,4
46652,409,57231,4352,10,293,20
46653,101,125368,1549,7,119,1
46654,327,13605,1903,6,476,23
46655,422,175049,191,5,98,27
46656,456,61476,1729,1,304,24
46657,594,70354,4543,9,42,20
46658,28,73184,6828,5,185,17
46659,504,165974,7435,6,322,9
46660,1049,46686,2876,1,197,30
46661,531,55389,3525,9,441,23
46662,1044,46878,4191,8,496,13
46663,926,47760,4338,1,205,11
46664,637,42982,7528,8,142,2
46665,482,168238,6321,3,73,20
46666,401,158318,1332,3,252,16
46667,762,148292,613,9,231,7
46668,233,41624,6582,2,316,16
46669,366,121411,5002,7,101,23
46670,418,12807,6737,8,41,4
46671,645,161738,5623,6,411,7
46672,514,177750,7354,1,466,5
46673,1090,53827,3793,4,65,8
46674,849,140271,6206,1,100,24
46675,837,844,4810,7,97,28
46676,382,69810,100,3,167,25
46677,736,13570,2201,9,361,28
46678,969,164747,4247,4,365,8
46679,52,37978,6000,3,197,16
46680,752,6282,4917,6,63,18
46681,609,32762,2547,10,295,16
46682,707,100558,4511,5,203,27
46683,718,10086,5648,4,202,13
46684,831,153741,5229,10,262,11
46685,806,110356,212,9,327,6
46686,116,105980,4046,1,65,26
46687,567,73326,4827,10,163,13
46688,240,88276,5560,7,133,29
46689,583,23728,5858,10,472,23
46690,579,4375,4919,5,5,4
46691,48,42091,6621,1,279,9
46692,464,132745,4360,3,118,1
46693,10,17048,2211,2,116,17
46694,723,43668,3063,7,386,2
46695,789,129192,2105,8,280,7
46696,183,29895,3578,5,177,4
46697,1062,54269,7723,4,460,16
46698,1047,52096,2702,4,160,10
46699,1019,42819,2993,7,96,12
46700,183,99093,4212,3,312,18
46701,151,133988,5536,2,333,17
46702,982,68940,7341,10,53,6
46703,848,59550,4892,8,486,8
46704,764,33712,5459,2,400,30
46705,984,87653,3531,7,449,2
46706,249,68797,4548,6,422,2
46707,925,169536,6493,9,293,8
46708,940,1468,388,6,55,5
46709,699,42821,7448,8,192,10
46710,267,122259,1145,3,80,22
46711,527,67890,3151,9,376,15
46712,704,28255,4170,1,86,23
46713,590,67384,4897,10,174,2
46714,1044,77499,379,7,498,23
46715,347,141403,6425,1,67,28
46716,967,104726,949,6,37,8
46717,66,107093,622,10,420,22
46718,791,48309,1227,4,290,26
46719,940,76044,1215,2,235,17
46720,838,40599,6853,7,500,22
46721,335,38729,6641,9,120,16
46722,584,42406,167,4,271,20
46723,233,160927,6361,5,33,2
46724,474,14433,7751,1,148,28
46725,426,37451,4194,6,380,11
46726,72,76196,7768,9,172,18
46727,251,142371,3877,5,363,17
46728,968,11461,2118,1,301,10
46729,471,55522,3078,4,375,1
46730,580,153271,1791,1,445,12
46731,301,6625,2168,10,99,22
46732,212,7765,2099,7,381,22
46733,338,175759,3952,9,159,19
46734,548,29959,3366,8,103,9
46735,680,78673,6975,5,32,22
46736,415,135075,4704,9,90,5
46737,870,177335,2684,5,205,11
46738,124,116516,3182,9,19,3
46739,15,76897,1593,5,241,27
46740,377,115522,211,2,430,4
46741,713,43438,37,1,213,1
46742,316,32369,7213,3,307,28
46743,481,154885,897,6,210,25
46744,361,87437,3052,8,162,20
46745,1077,127549,3740,9,119,12
46746,505,126286,7229,5,50,26
46747,448,54219,4711,7,292,25
46748,616,158140,2654,8,131,17
46749,371,134092,7199,8,154,13
46750,567,79963,7801,3,296,8
46751,702,104521,6209,8,215,13
46752,955,85124,3209,7,500,5
46753,713,170291,936,4,197,18
46754,825,112154,962,3,260,17
46755,102,52721,6074,7,6,13
46756,1042,130022,7314,10,13,4
46757,735,29712,4553,7,69,21
46758,565,103823,2677,8,104,23
46759,259,156246,3623,8,144,11
46760,741,132422,121,7,18,6
46761,862,133903,2110,9,168,6
46762,486,113420,830,6,335,19
46763,446,45533,7030,1,4,27
46764,556,119825,2608,10,290,10
46765,71,24757,7285,9,199,5
46766,1006,95945,995,3,418,28
46767,446,82424,2992,2,220,21
46768,129,122825,7940,1,487,5
46769,8,94502,2002,8,210,3
46770,153,11980,7210,3,271,26
46771,257,83856,5163,5,153,9
46772,736,73391,6293,6,50,14
46773,101,147793,6313,1,495,13
46774,342,155168,4211,3,295,10
46775,579,163771,7244,9,72,8
46776,82,136792,5176,9,79,6
46777,76,75799,6314,3,378,23
46778,924,142313,7647,3,457,2
46779,354,34971,2476,9,253,12
46780,493,149085,5568,8,104,8
46781,242,106561,5113,5,230,3
46782,94,151202,2991,5,203,24
46783,611,38495,3198,5,268,20
46784,965,49922,6840,10,265,14
46785,749,44797,4129,3,208,9
46786,770,55477,191,2,219,7
46787,1029,51861,5667,2,213,12
46788,936,137137,4284,2,377,1
