snapshot_date_id,product_id,warehouse_id,stock_on_hand
211,5203,10,0
561,1213,5,1448
950,6262,7,0
803,3365,9,2157
742,7827,9,2407
183,2234,3,1767
39,2749,6,874
16,2437,8,2185
291,7185,9,1207
322,7567,9,2604
662,3087,3,2818
734,7472,9,2764
563,3122,6,468
939,6521,6,1296
333,4966,9,0
238,4564,7,0
206,4939,1,2279
637,4265,10,414
585,6643,2,1598
766,7561,5,2298
204,5743,1,1008
978,3071,1,0
848,6550,2,2782
543,2847,1,557
132,5831,8,2859
1073,7922,1,40
452,6420,4,2926
865,4469,10,2983
870,546,6,2426
775,6996,1,2247
932,4169,7,874
690,44,10,2078
802,6366,1,0
519,5467,3,1074
1064,51,6,244
905,7480,9,0
27,6487,5,2804
201,5042,2,2145
652,3278,7,590
428,6601,4,2189
1054,1411,3,2945
791,148,3,2483
609,4952,7,1999
540,3355,3,1161
26,766,10,2006
682,3673,8,0
783,7467,4,0
756,3426,10,1194
527,768,7,26
741,2555,7,1082
122,2164,9,1867
347,6026,6,2643
524,1550,6,107
860,6519,7,359
1002,446,7,207
160,7438,8,1841
457,2198,6,944
958,304,2,1654
940,2651,2,1796
600,3300,9,1598
917,258,6,2648
280,72,5,989
337,5782,4,871
168,2961,5,0
441,5188,8,242
649,1905,3,535
796,2471,1,191
951,241,9,551
933,7572,6,809
819,1105,5,2316
140,6004,7,1881
218,5300,7,0
324,3041,7,570
882,2150,2,991
952,1247,2,872
919,3940,8,185
931,1126,5,945
624,4144,6,2127
1029,2833,9,2644
966,1774,1,2517
467,4266,9,1544
627,5180,2,585
193,5032,1,1481
519,6547,10,2913
534,4738,1,2423
111,4681,3,325
663,3555,9,1195
469,2130,6,0
850,6413,9,852
1038,2524,2,1683
161,6981,8,1061
440,5684,2,351
430,2826,3,555
132,5717,9,2673
796,4943,2,200
1002,4376,9,2055
870,5175,1,1249
245,1260,8,390
439,6352,6,1641
680,5616,4,2420
276,413,7,1537
531,710,4,1017
267,4840,10,2415
788,6005,8,963
106,5263,1,731
653,752,5,1406
172,1374,2,376
458,4883,6,2626
146,7155,1,165
772,486,3,2495
754,4191,7,1897
427,6831,3,1059
414,7014,2,2284
413,2826,4,571
1005,3059,3,2757
482,4455,3,2404
685,3729,5,310
617,3324,2,2210
38,6591,4,1433
777,5476,4,700
839,7988,4,1779
156,795,8,180
743,3470,7,611
528,6935,9,275
498,3603,10,2639
372,3698,8,0
75,5207,7,0
224,6763,10,1148
370,1359,7,339
396,1354,6,20
40,1193,4,61
1051,2418,7,2671
361,4068,6,2850
631,7350,2,1089
68,2388,9,1089
301,2207,5,79
36,4855,2,2131
155,1780,1,0
882,5222,5,2817
144,7600,2,890
1076,937,2,134
728,3234,8,1258
544,151,6,1533
220,7733,3,111
336,1708,2,105
750,5904,1,928
638,5656,5,323
878,654,4,2037
447,6697,4,2811
106,5606,5,2920
890,5411,7,939
445,4977,9,2121
274,1575,7,1304
1070,6647,10,0
179,7495,5,968
430,7606,6,2308
571,4809,10,28
632,5424,6,0
924,1866,8,0
627,6651,8,409
811,2528,9,409
828,3467,4,1381
103,3755,2,2636
533,2995,9,0
670,839,8,1884
193,1128,1,2156
697,3628,6,207
267,3814,2,0
1020,4986,2,1828
946,2201,5,67
499,351,4,2287
837,2195,6,2016
926,1879,9,1089
468,1420,3,0
940,7990,1,342
33,3293,2,2340
154,6206,4,797
252,3587,6,2008
1067,4650,9,2613
791,2257,2,0
85,1395,8,300
999,3315,6,1389
392,456,7,2910
1086,6029,10,2731
1051,5417,1,1994
835,6788,1,2040
672,4902,2,2190
253,4727,3,541
399,5740,10,1187
194,2789,1,63
167,1530,2,0
513,3626,10,997
823,6110,4,896
627,1214,7,893
290,4298,1,2794
836,2376,8,0
378,5447,5,2257
1088,5781,4,1571
1038,7985,10,550
728,2374,7,990
1064,5167,7,1326
872,6591,5,822
721,6743,10,559
94,5464,5,2497
200,7066,4,699
563,3666,2,2820
698,7019,6,2160
411,3889,2,0
647,3622,1,1464
1005,3805,5,563
681,4470,7,0
236,2813,6,483
169,836,9,1086
624,3230,7,1889
1004,358,4,0
558,2437,2,299
695,504,7,1439
339,6426,10,902
218,2741,7,964
385,7276,8,1047
828,4888,10,2824
898,5983,6,143
970,5080,8,0
1002,3926,6,635
19,2615,8,1534
264,828,9,470
691,3684,10,1167
524,2817,9,110
585,1731,8,1682
707,5446,8,1400
958,3648,7,679
124,7456,7,1028
408,6335,9,0
188,680,6,595
269,3478,8,2305
581,3512,10,1773
719,6177,9,869
521,7041,10,2478
898,1578,10,1503
324,2434,7,2992
437,2310,9,2774
775,6340,9,224
379,4048,3,844
164,2953,1,1075
425,7054,9,2706
689,6248,5,0
77,6663,4,2312
445,1427,3,2024
5,2203,6,1714
292,83,4,1885
500,1263,3,1933
932,6311,5,1872
778,5904,9,430
100,4055,4,2959
592,7488,3,2321
216,6931,1,2551
663,1655,5,228
842,6439,8,181
1049,1789,2,454
191,1857,2,1493
1047,1055,5,432
1074,3303,2,1125
1002,6432,4,2952
895,7897,2,1263
565,2133,4,29
737,4747,4,1209
184,4620,9,1213
916,6922,4,1739
559,1241,3,236
425,3037,2,1546
633,6836,2,0
591,7167,8,2045
20,6456,3,2803
494,7987,3,1858
983,5304,7,964
849,2167,7,1496
774,5140,5,0
874,4644,1,1326
388,6130,10,2290
671,4891,7,1109
1075,7333,7,2956
739,5444,6,1760
869,5077,7,2172
649,5516,9,1491
27,4765,9,0
835,6222,2,2399
318,7160,1,2
469,452,4,258
461,3852,4,1833
427,6020,10,1192
1012,5700,2,508
469,1234,8,1242
176,2823,9,2551
580,6892,8,767
10,492,9,0
155,6554,10,354
410,3188,10,103
1037,7528,3,2921
519,6125,1,371
1094,4623,5,1566
858,648,5,634
503,7691,9,2102
983,5766,9,1872
406,7740,6,812
1045,4075,6,1194
897,2958,6,1717
820,5492,10,697
545,3231,9,820
307,4537,8,1832
322,7077,6,2960
276,7315,10,0
590,6985,3,644
6,2009,3,262
106,4059,4,2047
683,5172,5,492
156,6799,2,181
106,7066,7,1025
76,6152,3,869
374,5324,4,2109
589,2380,1,2979
318,3451,10,1153
910,4512,6,2284
769,4368,4,1480
913,5835,10,1187
746,6224,10,0
1018,1400,3,2271
611,6402,9,2200
28,270,9,2596
734,5530,6,1796
740,889,5,1465
79,7131,1,724
589,2248,10,380
239,29,8,2271
249,1097,5,2024
73,2631,6,1116
369,7687,9,2700
401,4535,9,529
73,3912,8,1333
894,7624,5,2307
63,2879,6,2867
474,395,7,0
804,5146,2,2645
741,3038,5,1897
125,2959,9,1160
607,5702,7,1731
449,7791,5,782
106,7139,1,152
273,3809,5,515
1076,4461,3,2434
931,2009,9,0
1061,2679,3,1744
880,2700,4,0
112,5063,2,593
298,6906,6,2621
490,6758,7,156
532,6550,4,1634
306,5512,7,1385
1019,2546,5,0
197,6057,4,996
73,7617,7,2107
360,3138,8,0
460,7342,8,1964
1080,5985,6,409
378,6923,1,99
118,4551,10,976
588,5714,10,164
733,86,10,782
623,5634,10,457
1016,3018,2,691
362,7459,4,794
431,4240,4,256
957,6361,10,727
246,3143,10,0
4,5036,5,2325
151,3759,9,1365
909,6851,1,1586
451,4950,9,1912
43,7760,4,0
543,1361,4,901
120,974,5,0
785,7723,10,377
909,6631,3,399
244,6250,5,871
94,705,10,2345
1094,3452,4,0
672,5309,7,1073
617,5203,4,764
171,4546,4,1383
103,7844,1,1083
1088,1808,4,193
47,5921,10,1452
65,3105,7,645
557,2247,1,2611
405,7712,6,1178
47,2904,7,1983
249,2394,9,0
1028,156,7,2528
413,1357,8,2418
425,3372,4,0
77,2010,1,0
494,7039,6,2792
684,1049,5,2042
92,3421,8,2086
404,1425,2,839
876,5815,4,1969
65,3067,10,1291
658,3913,5,969
855,304,1,222
852,1938,9,254
364,4507,3,2996
521,7946,2,16
759,3294,3,530
1036,4938,5,2724
793,3256,10,0
158,4992,8,2717
20,1131,4,1718
878,3556,9,1740
715,2683,3,1074
658,4896,6,2526
999,7143,6,181
959,6740,10,510
491,7270,1,2735
323,5908,5,1738
912,7905,6,1862
469,3909,2,99
166,2555,3,284
852,7374,3,2259
299,2980,6,1839
195,5213,3,1194
300,1491,8,0
558,2439,5,946
565,6266,3,2251
1034,2557,7,0
859,3987,6,2960
426,5290,8,0
883,1414,4,121
970,2489,1,2131
818,4849,5,463
129,864,5,896
182,2061,8,2901
920,7362,7,0
1065,7360,7,871
1044,5976,10,1854
757,3866,7,1728
317,1312,1,895
675,126,5,1329
841,6426,4,376
579,5002,10,1118
344,6324,9,1703
509,233,3,2254
605,7641,3,1026
137,4849,2,0
1008,6764,5,0
348,5040,6,1141
703,7709,3,0
1092,242,3,75
14,6404,7,1622
160,6614,5,0
170,3029,1,724
131,6724,8,1371
8,2234,4,2869
620,7079,5,1177
790,4794,3,1860
164,6060,7,2126
140,3956,10,1217
969,2411,9,899
606,6156,9,2395
795,7528,4,2453
867,6192,6,96
784,303,9,303
593,7856,3,2191
270,6433,2,370
217,3561,10,0
193,4117,5,1330
52,1091,7,2907
442,7501,7,1719
397,4312,9,31
695,1811,8,0
101,1092,9,2517
882,5058,3,2515
582,6494,4,1683
299,7045,4,579
382,1836,1,1232
570,5817,5,2025
854,65,2,0
399,6552,6,1352
762,4765,5,962
442,1349,1,0
1034,27,7,1768
591,4557,9,1757
361,2461,6,994
162,7055,9,40
1088,4786,9,0
1032,2910,6,686
314,7616,5,926
927,4803,7,1251
412,1947,4,1973
343,2456,5,2352
702,7710,9,699
869,4088,3,497
748,5121,10,2051
1081,874,4,24
642,1167,10,1546
617,6134,7,910
493,6367,1,2355
264,6273,5,718
708,2182,2,1315
944,152,10,723
592,5134,3,1970
1057,694,4,0
232,3344,10,0
550,4267,6,0
511,410,7,2389
638,557,4,288
1067,418,2,401
416,5900,9,635
818,5658,8,2551
258,5271,2,0
950,708,3,1780
563,6000,7,1454
550,3274,1,1180
471,1806,4,815
726,4728,1,1971
427,3523,1,1987
972,1494,2,170
576,1085,1,2603
534,5616,10,608
1088,6833,8,1285
550,1072,5,0
877,196,7,0
17,44,1,1840
117,5792,1,2825
769,3065,6,2883
545,6538,3,0
854,2951,3,0
484,3317,9,2809
373,3892,8,451
923,3773,5,1533
635,3810,2,1674
589,7189,8,337
978,7793,10,687
183,5092,8,1781
565,7924,4,2453
1037,14,8,2261
968,3554,1,1696
197,7145,1,2881
752,5486,10,262
558,4114,5,2760
389,232,7,2866
588,466,10,1575
995,2270,2,2293
637,1099,4,1602
51,5794,4,0
900,7965,8,1603
265,1895,10,417
347,2913,9,854
392,3121,5,2419
266,807,7,143
987,6772,8,0
1064,898,9,1730
976,4335,1,1251
890,6731,2,0
155,2885,8,0
263,2142,3,229
887,2425,10,1388
881,4143,10,1837
396,7816,5,2512
687,6775,7,894
227,5891,6,0
926,3702,2,34
374,5939,1,1588
837,903,8,2392
577,6966,9,112
332,4358,4,1835
48,2599,2,2311
330,7406,4,2991
1094,7431,3,823
43,7562,8,2639
185,7886,6,2984
289,1394,6,2622
988,5572,10,0
8,5247,6,1590
681,942,3,2412
985,4923,8,2845
322,4641,4,0
96,606,8,1419
352,6946,1,2377
364,6945,8,925
365,3695,6,2708
988,3093,1,0
755,6121,9,1933
732,536,8,1186
328,5980,7,2067
731,5659,7,124
470,6542,4,1549
780,7324,6,2383
1056,7797,5,202
904,981,5,2562
764,1478,4,735
688,3515,2,0
361,2049,8,623
588,6667,5,646
143,7970,1,97
564,5044,10,0
782,598,1,1888
801,2260,4,526
497,2368,9,1643
323,2412,4,2755
256,5493,3,776
355,6322,8,2642
316,6563,7,1131
527,306,9,1259
867,4745,8,2522
577,6613,3,1678
121,7502,9,1406
798,6433,6,2623
634,1472,9,2136
621,4660,9,0
354,3848,6,2621
544,7593,10,208
565,574,10,1042
555,7657,10,1221
284,4270,7,1141
888,6156,8,2086
570,268,7,1044
1016,7399,5,0
753,2100,1,1103
224,7683,10,292
164,5498,7,413
436,3180,2,2921
554,6915,10,2065
540,5899,2,2543
524,6853,10,1059
468,7648,4,1346
605,4188,9,1809
331,2732,1,77
480,4513,10,1577
962,4305,7,0
407,4801,3,2117
293,1824,1,431
759,1432,6,0
684,3247,5,1873
280,1094,8,2062
595,2878,7,837
878,6851,2,2770
40,5403,7,1461
989,6,1,442
212,3267,4,1306
355,7453,1,833
311,3579,2,2403
894,3592,1,0
687,1328,1,0
54,3152,5,519
1047,4126,10,2745
565,67,9,776
309,3125,4,2774
111,7319,8,1808
211,5504,3,2983
790,7821,10,663
473,6551,6,385
390,666,4,0
557,181,2,2536
632,5837,2,2079
1023,7129,4,2975
412,4618,7,2040
551,4112,7,680
673,154,6,996
31,5641,4,1161
181,3588,2,670
226,6151,6,1365
749,3078,5,0
679,2178,5,37
300,7373,10,2907
585,5185,4,2531
663,7732,1,2649
146,4273,6,1570
177,3993,6,278
235,6962,2,1691
287,137,7,292
781,109,6,1598
46,1139,3,1966
668,5509,8,1864
354,7460,1,2594
695,1689,6,2720
323,3279,2,2631
682,3321,1,34
832,7390,10,1385
519,837,5,996
945,350,3,0
114,806,9,2748
1062,4874,7,172
76,7167,1,0
1040,3688,9,1782
55,7437,7,1348
824,3596,7,827
489,3037,4,1319
474,153,2,626
431,6167,4,2339
597,1682,4,0
210,354,2,367
469,6919,8,1514
434,6443,10,2518
280,4158,2,1129
682,188,10,759
1087,4355,4,2542
919,2762,3,0
545,5446,9,1409
356,310,7,503
144,5535,3,273
934,2056,6,2074
1009,1091,2,2740
386,1522,5,743
967,2432,7,827
693,7393,3,979
48,7913,5,118
1004,1956,8,1887
781,6228,6,1576
854,4574,3,1939
92,1929,8,2507
493,2556,4,955
797,3131,2,828
360,3355,2,2908
977,3277,7,0
253,7925,8,2892
259,6765,3,360
945,123,2,1722
73,5031,1,2773
999,7472,2,1252
669,3433,10,806
755,4786,9,1062
969,1701,2,1946
726,6974,9,205
1054,2637,1,174
885,5678,3,2091
660,7740,7,1251
728,7962,4,1379
49,3681,1,2367
699,4454,3,0
117,5179,5,2820
658,2579,5,1964
812,3566,1,2661
99,3597,1,2391
781,4788,10,1738
1033,6234,8,1842
578,2624,7,1662
425,5364,7,139
943,5144,7,221
876,2616,1,2042
238,3557,9,294
986,2244,4,2368
821,2323,4,582
120,6531,5,744
679,2944,4,303
613,4865,8,2861
628,4752,2,160
304,6504,1,2803
907,7251,9,1880
638,2359,2,2668
461,5918,5,1025
356,5932,2,1069
438,4268,2,332
445,95,10,2648
648,7268,4,2973
209,2027,3,2972
94,2108,9,2862
438,913,1,2892
409,1970,5,680
606,624,8,555
858,3149,5,2861
722,1444,7,1868
642,2702,5,22
954,4613,9,849
463,784,6,2972
405,4561,4,639
1048,1235,7,601
396,519,9,42
213,674,5,583
938,3342,6,2264
163,7989,6,2292
965,1297,3,0
647,5062,7,677
624,394,5,1297
992,2947,1,163
302,1862,2,1114
1063,2346,10,146
977,4531,5,1751
509,1662,5,1984
700,499,7,1532
169,1773,7,238
212,2662,9,2691
277,4915,6,530
197,4688,4,2656
640,2940,3,1621
138,5317,4,0
664,7825,7,770
739,5459,6,205
781,4074,6,346
301,7100,3,2377
443,1279,2,1539
182,7651,3,1057
965,5851,4,909
686,5751,3,1289
1072,5254,5,1925
480,2194,4,337
81,4068,1,472
242,4026,8,1871
281,1292,9,2673
317,1202,10,291
604,7828,1,493
879,413,7,7
175,534,4,1011
231,985,3,2860
709,6276,10,2233
947,1809,8,2777
242,1869,3,2975
111,7143,1,1253
664,4473,10,544
428,1307,4,2973
399,3146,5,599
259,995,9,2134
590,733,9,1449
606,6892,2,929
4,2751,3,2460
741,2159,3,1570
321,7196,6,2438
302,4846,10,764
501,5521,3,773
249,6542,9,2978
580,6377,1,379
428,3634,7,1185
7,3509,5,2314
111,2398,6,235
743,6191,3,1041
528,3489,5,0
234,6413,9,738
262,2711,1,715
939,1414,4,51
648,6702,7,2243
350,5813,3,1259
904,2083,3,593
1094,7337,6,1679
674,7007,10,1618
855,2414,8,2013
226,6439,7,1519
122,7234,3,911
639,4888,9,2037
939,822,4,1306
99,135,5,107
1065,7808,5,855
419,2421,1,2356
378,5011,1,1924
534,1887,9,1457
1001,7460,2,145
240,2353,4,2469
113,1626,8,1644
687,670,7,796
230,7922,7,227
803,4979,4,0
309,7166,6,1336
111,3965,6,1510
221,3583,9,2279
1088,404,6,2583
633,6187,4,1721
914,7835,5,1053
1013,7579,10,530
920,1398,2,2963
33,1844,4,2027
770,1484,4,654
776,4568,3,0
1051,1527,10,508
523,7767,4,1990
520,6604,10,2991
753,161,3,1274
256,791,2,2579
1038,1925,5,737
298,3314,3,2646
800,2338,9,1806
199,241,7,1687
169,1924,5,0
844,4171,6,0
613,1247,9,2780
467,1007,8,1363
487,1218,9,0
432,4128,6,2512
541,5991,10,294
899,4062,7,0
765,7878,6,442
610,779,2,386
906,1126,7,1066
1016,1889,2,2163
359,6234,4,687
230,996,2,488
245,4768,10,682
297,1517,7,197
298,5370,4,2624
222,7184,4,455
317,2417,1,1189
589,1329,9,715
715,5734,3,269
56,1859,5,2664
258,4465,3,1004
515,7104,1,94
549,4069,6,1191
355,5471,9,2062
313,5402,3,1049
908,1687,2,129
190,481,5,2375
434,6213,7,753
974,5428,8,295
180,5727,2,2379
923,7068,7,142
870,256,7,0
310,5277,8,935
837,4409,5,2722
1050,2143,10,0
265,4859,10,1448
912,7294,2,1021
238,1840,3,2042
490,5404,6,2843
707,4417,7,2414
87,1365,5,0
1074,5151,9,2544
790,6104,2,1963
406,6415,6,854
36,4936,5,1748
455,5907,2,670
115,3149,10,2171
188,3238,4,405
828,2895,5,2113
902,7393,2,81
594,7748,4,722
78,7926,10,702
113,2874,10,670
653,5796,6,960
293,6105,1,2204
815,2954,2,392
579,421,1,81
502,2390,8,23
931,6950,6,208
1052,4432,9,2044
776,6251,5,1220
707,2331,1,1084
412,518,4,2964
778,663,4,1540
829,7702,7,1006
812,3204,1,1124
162,7490,1,1718
104,7807,6,1643
889,294,10,432
198,5347,7,1996
1011,3411,7,1229
306,5831,6,315
583,5565,1,312
56,6366,3,0
365,3076,5,2802
719,7390,1,1373
196,986,1,999
928,6810,5,431
204,6967,8,124
779,1247,9,670
878,7197,1,2656
430,850,6,537
783,411,8,606
591,6869,7,1367
505,2817,5,2242
124,5480,6,0
694,1959,10,1698
186,1612,6,1790
115,4604,9,2725
994,4290,10,1479
1070,6344,1,2281
114,4899,6,2163
514,1111,7,175
713,7060,10,1979
868,673,3,2016
531,2519,1,93
168,4663,10,2166
798,1996,8,1495
1029,5661,6,908
200,4673,10,1034
1082,2446,5,2589
945,5541,3,1250
895,255,1,0
400,783,7,2051
209,2518,5,767
227,3286,5,780
71,7985,10,5
704,1590,7,1741
176,7634,7,892
186,6060,6,76
578,2411,6,0
621,2409,5,2226
336,5631,3,0
342,7629,1,1985
301,7961,1,2022
146,5525,10,1660
968,3949,10,2269
697,6461,2,1293
198,1152,5,219
734,5646,10,2066
16,6284,4,0
300,7276,4,2183
860,7786,1,1146
590,1614,4,2577
640,4976,9,2093
805,2629,7,1112
573,5836,10,22
595,5078,5,261
736,3302,10,2681
626,4516,9,0
573,1641,10,347
1063,500,4,713
599,1383,8,540
542,5159,10,621
600,2446,6,2733
774,7285,8,1877
870,1482,8,1064
714,7035,1,2827
1015,413,1,2432
383,6066,1,1392
428,6952,6,706
652,1908,1,0
663,4047,8,532
378,7369,9,0
499,3254,10,2008
1096,656,10,1196
241,4870,3,2642
987,4074,6,2721
981,361,1,822
185,2500,8,1885
639,1713,6,1738
946,5511,3,2792
1069,1487,9,1203
107,2952,8,2066
452,642,4,420
346,965,9,1981
714,1358,5,2672
99,559,8,2663
929,5847,6,1541
896,3349,9,1152
391,3089,2,2433
282,4787,4,0
468,2195,5,2986
80,7444,5,1778
384,6186,5,2540
326,7488,1,699
458,1793,4,2019
451,7167,5,0
344,3194,8,2832
1007,7786,3,1365
389,4290,8,1215
654,6954,7,2900
1040,7804,7,1370
34,1162,3,2089
591,1860,5,1888
38,3216,7,0
437,7307,10,321
816,204,2,1189
85,920,4,1214
1064,3282,8,1070
1057,6871,2,516
912,700,8,541
399,4849,3,1180
232,5464,4,1400
66,6444,10,1796
440,3185,5,2161
1094,5488,3,228
997,1454,8,1234
900,7099,2,1835
427,1211,8,1589
1046,686,10,2646
95,1182,1,0
216,2101,1,2873
325,6769,4,1402
776,3146,10,974
467,1804,1,0
891,7689,3,2142
565,7011,8,1963
81,3428,7,1168
551,6941,7,1728
346,5235,9,2685
501,1101,6,2342
789,6780,9,993
9,6494,5,1400
195,6358,9,2811
700,5437,4,135
106,14,2,0
1029,3488,1,347
713,2552,7,1555
433,30,1,530
98,3611,6,2332
1081,4033,7,2810
225,7842,3,489
1010,1391,5,902
474,6035,2,2024
996,6261,6,2902
20,5195,4,1421
908,3944,10,2075
186,5663,3,1062
59,2376,1,1600
664,6036,10,2645
224,5873,4,2802
753,7836,10,932
194,1157,8,1303
869,574,3,2064
1011,6214,4,1079
943,5724,9,1216
548,4850,3,583
797,5857,8,2822
225,4998,10,787
365,1521,2,140
503,64,3,2699
29,3891,3,137
776,5841,7,1362
877,2225,8,1105
1011,5607,5,1940
145,6363,1,2349
846,250,3,0
668,5083,7,691
2,7692,10,2480
1020,1633,3,1777
182,718,7,270
694,7460,2,0
1011,2707,7,2082
439,1823,5,1526
736,6113,2,961
38,7273,6,2132
14,854,5,777
825,3656,7,2701
887,4040,8,985
617,407,5,1794
136,985,10,1470
803,7391,6,678
453,4066,7,1153
481,114,2,1732
283,4277,6,2964
116,7490,2,630
221,6144,4,0
905,7789,4,1756
988,4073,10,143
856,3674,2,2635
312,4194,6,843
664,5635,6,2924
557,4215,6,1266
643,3557,7,42
967,2937,6,0
174,7812,1,671
1044,6672,6,687
819,1479,5,0
406,4519,6,43
501,357,9,71
909,6420,8,1492
828,821,4,1181
775,4422,7,464
738,745,8,1282
680,3719,4,2655
1042,5133,3,1709
294,3100,4,0
334,3452,9,816
570,3004,8,543
915,620,6,913
202,4599,4,2758
197,4788,10,2596
3,1986,4,61
683,1970,7,355
279,4799,2,0
1044,1533,5,2777
456,3474,7,1546
461,5864,3,1168
1010,1788,7,2655
577,5027,7,420
501,6084,4,988
620,1658,6,1229
420,6570,4,974
799,5721,2,59
94,6977,10,330
986,2983,10,454
1032,251,1,0
877,2328,10,1448
3,3171,1,2723
793,4740,7,549
555,191,2,0
340,7696,10,2820
893,1657,3,939
883,3041,4,2509
1086,2758,1,0
1078,3549,2,2058
776,6460,7,1743
1008,1346,1,1622
400,4223,9,2405
751,1770,4,2899
598,3504,6,673
568,4455,5,304
873,2457,8,494
205,5213,9,2633
708,3113,1,1004
602,3127,1,754
963,2854,1,2314
87,5807,2,2352
20,4880,6,861
843,1837,5,982
503,4982,3,264
282,3021,6,1999
1038,1034,2,0
685,7306,2,0
674,7956,1,256
261,7393,8,1105
523,1076,9,2194
132,3300,4,40
623,510,5,258
308,6168,5,1287
967,2808,5,0
625,3291,10,1357
438,7883,1,2576
13,7836,2,2371
764,4903,7,469
188,7026,1,405
91,1520,2,2100
518,7288,4,1582
735,2046,8,681
264,4553,7,527
995,5489,3,26
971,4607,5,1602
495,7819,5,399
787,4556,2,1919
563,7576,4,2896
488,7155,5,438
517,3124,8,2720
576,4230,2,2602
455,2471,8,0
1064,113,1,345
232,4456,6,0
576,3430,1,2630
574,1524,5,2405
550,473,9,2242
599,4550,7,1903
229,6195,6,1783
250,5642,3,1212
388,5276,7,2369
887,2666,10,2067
1070,988,6,964
342,5880,9,1479
530,6187,7,2209
120,1857,8,2845
940,4720,8,547
1093,3562,8,877
180,2566,10,1700
130,158,2,1792
753,6080,3,1250
102,6022,2,886
559,4996,10,1864
89,1161,3,2014
840,3430,10,2112
340,3961,1,1444
86,7407,1,2264
656,3485,7,789
639,2802,4,0
83,3447,7,1329
587,2096,3,1462
193,3641,5,2081
136,6593,6,1837
179,4784,7,1872
702,2001,2,1237
265,7318,6,372
925,7359,6,0
418,7012,5,563
51,2250,3,1107
880,958,9,635
1035,7221,5,378
991,6131,3,1462
785,7690,1,970
601,975,2,0
392,2958,4,0
530,6161,2,2952
158,680,2,1461
441,5674,1,1387
728,4689,5,1113
290,1904,2,2716
866,1323,10,1698
504,3185,8,1374
255,1663,2,417
777,3146,8,2853
815,1554,9,2523
235,2971,9,1574
982,7445,4,2747
698,1317,7,0
382,3303,1,2703
563,7303,6,1417
1076,6945,9,1810
820,3109,6,0
887,7002,5,2793
282,5651,6,1378
777,6416,5,2036
51,1612,3,758
1070,6834,2,1424
859,5551,4,1651
371,5273,9,1150
388,1034,5,1334
7,4394,10,2564
224,6833,10,2138
638,5897,8,1328
907,7995,2,0
963,233,3,1974
1074,5375,5,1827
261,2944,8,0
504,7047,2,1411
761,1090,9,389
350,7565,1,1254
268,4749,7,1384
878,7199,2,1602
703,6071,9,212
536,2876,4,0
637,3644,1,2853
434,6485,8,1733
248,7470,4,1032
1037,5897,5,1072
706,7340,1,744
108,4557,9,336
763,5807,3,700
1075,993,2,2625
819,6434,1,590
1062,2064,10,421
196,2447,1,2886
372,5870,1,52
887,4728,7,2409
232,7322,5,1088
930,2270,5,1703
346,1635,5,1214
1070,155,4,2075
849,7634,1,1480
874,4275,8,0
956,7886,7,1468
47,7308,4,2284
335,7835,3,2484
398,7857,4,362
208,6757,10,2090
682,339,2,424
167,1836,10,1910
882,2831,2,840
654,5734,7,509
920,4484,9,2209
40,2982,5,394
245,2961,1,2810
316,1822,9,1464
1036,4195,5,2928
718,5244,1,424
507,3195,4,1006
127,2117,5,584
556,7237,8,220
57,6616,3,969
872,6608,4,2257
777,2880,4,2719
643,6648,7,1034
1043,410,2,2588
316,4703,1,2018
784,7157,5,356
510,7926,2,860
565,2655,6,2812
203,5635,1,1550
911,6977,3,0
1053,5369,10,1475
166,6113,6,2091
589,3289,9,2638
588,2095,6,2689
126,3843,1,1272
587,6883,1,2379
979,5909,9,2823
742,5632,1,700
1040,492,2,0
471,1327,9,782
346,5510,3,572
151,80,6,2847
52,7321,7,0
164,7244,6,63
409,3994,6,1360
131,6545,2,123
661,6945,4,2196
385,1172,10,1488
654,4349,9,2666
462,22,7,1241
907,384,2,0
482,891,4,538
839,4,8,2926
855,539,2,516
874,4302,5,1564
513,4460,10,418
17,1900,4,2659
589,1293,7,2235
473,766,2,459
80,1976,9,1880
779,2587,4,0
130,1834,10,1235
524,6994,8,2635
1006,5730,9,146
590,2348,6,1798
456,7994,9,2574
348,5058,4,1906
1019,6084,4,0
415,1664,6,1154
288,4030,2,606
147,5178,10,0
134,578,8,2138
138,1135,6,1389
339,3807,9,2183
981,5964,9,0
850,5544,9,2480
611,4985,8,26
767,4136,8,2874
135,3519,2,0
801,7811,8,2496
1082,3262,10,2202
999,1018,5,1130
793,5151,5,1634
822,7211,7,2625
504,7917,2,1627
347,6548,4,0
890,5864,2,1946
683,2002,10,1736
737,448,3,1864
165,4307,9,0
924,162,4,418
549,2921,10,833
354,6269,1,2381
1000,5927,10,2981
936,2115,4,2635
605,7161,6,1563
844,3588,3,2231
283,306,8,364
843,486,3,2906
33,3504,3,274
563,3973,5,176
686,1172,5,2624
561,6885,9,485
387,6648,7,2398
520,3704,1,1842
992,743,1,939
914,5610,8,1042
768,4964,3,2636
102,7117,3,1130
764,1195,1,0
791,3726,3,2967
24,2822,6,1016
65,7875,3,2388
410,2813,2,0
417,295,9,168
292,4175,6,813
1003,3548,8,2621
170,6162,9,1727
923,6587,7,0
134,3661,8,2996
329,6418,7,456
692,2899,10,339
81,237,1,2596
63,3202,5,1254
471,1725,5,2112
750,1591,6,2837
534,66,5,2453
321,824,7,1787
694,3576,6,0
140,1892,7,894
174,2530,5,1381
901,6515,2,2207
796,7848,7,1233
543,1361,5,2397
