order_id,order_date_id,customer_id,product_id,warehouse_id,quantity_ordered,unit_price,order_status
31867,262,3019,7868,3,332,31.02,OPEN
31868,621,1969,604,3,242,23.12,OPEN
31869,174,3932,2365,8,458,29.08,OPEN
31870,510,2407,4157,2,249,10.56,OPEN
31871,81,1335,4391,7,499,21.36,SHIPPED
31872,859,176,5818,9,97,29.77,OPEN
31873,424,41,108,8,17,23.53,SHIPPED
31874,278,282,4076,6,2,9.46,OPEN
31875,1090,1622,3973,8,242,18.95,PARTIALLY_SHIPPED
31876,1037,1547,7286,5,92,8.9,OPEN
31877,104,2724,4322,6,304,54.75,SHIPPED
31878,734,3772,6698,4,1,27.89,OPEN
31879,722,3333,2046,3,314,44.06,SHIPPED
31880,383,727,7195,7,109,36.85,SHIPPED
31881,661,1611,1959,4,22,21.6,SHIPPED
31882,783,1453,7607,1,460,26.58,OPEN
31883,766,3844,5533,5,256,12.11,OPEN
31884,277,3530,5743,4,154,24.11,OPEN
31885,576,2018,5995,5,353,18.7,PARTIALLY_SHIPPED
31886,566,2894,436,9,103,54.66,PARTIALLY_SHIPPED
31887,1084,3444,7207,7,419,4.21,SHIPPED
31888,625,67,3841,1,472,4.27,PARTIALLY_SHIPPED
31889,120,3667,740,2,82,21.35,PARTIALLY_SHIPPED
31890,847,2477,4098,2,60,24.91,OPEN
31891,643,324,4495,3,346,24.49,OPEN
31892,445,3137,2337,4,18,1.66,SHIPPED
31893,484,2551,3442,2,167,25.26,SHIPPED
31894,411,2859,900,9,482,25.8,SHIPPED
31895,785,1496,4894,5,226,41.21,PARTIALLY_SHIPPED
31896,1022,1588,1640,7,16,48.69,PARTIALLY_SHIPPED
31897,342,1211,3278,10,421,37.74,PARTIALLY_SHIPPED
31898,551,1459,46,1,112,1.23,PARTIALLY_SHIPPED
31899,1,857,3079,5,456,40.94,SHIPPED
31900,725,706,7294,9,455,63.6,OPEN
31901,166,1049,952,10,108,19.77,SHIPPED
31902,426,3766,296,2,491,1.55,OPEN
31903,665,270,6489,4,137,47.05,SHIPPED
31904,973,45,482,10,73,32.67,OPEN
31905,667,2296,1582,9,422,37.02,OPEN
31906,133,224,1007,7,361,42.52,OPEN
31907,1092,2154,7600,8,496,13.85,OPEN
31908,259,2828,7661,4,498,44.82,SHIPPED
31909,1020,1758,4004,5,349,28.76,PARTIALLY_SHIPPED
31910,983,3260,6577,9,323,31.07,SHIPPED
31911,1069,2649,3413,10,240,50.41,OPEN
31912,373,3577,5948,5,27,53.97,OPEN
31913,639,846,3701,10,227,43.81,SHIPPED
31914,89,1623,2685,10,57,37.0,PARTIALLY_SHIPPED
31915,53,2420,7991,10,254,18.51,OPEN
31916,1006,315,6070,9,310,10.33,OPEN
31917,907,269,5243,4,361,2.65,SHIPPED
31918,56,3667,6171,6,464,8.25,SHIPPED
31919,574,1063,52,1,449,11.04,PARTIALLY_SHIPPED
31920,730,3938,4144,5,400,40.15,OPEN
31921,831,928,7692,7,117,17.2,SHIPPED
31922,772,770,7390,7,105,33.41,SHIPPED
31923,909,1704,4956,8,412,33.07,SHIPPED
31924,856,3268,3649,6,376,22.92,OPEN
31925,99,1211,7174,1,4,62.29,CANCELLED
31926,572,2554,7629,1,273,17.66,SHIPPED
31927,564,479,3883,10,234,47.6,OPEN
31928,764,6,3446,8,75,12.27,PARTIALLY_SHIPPED
31929,1018,2651,4617,6,281,36.09,OPEN
31930,898,3468,4177,3,163,24.62,OPEN
31931,334,3572,944,10,366,8.11,SHIPPED
31932,490,2557,4325,9,2,7.08,OPEN
31933,290,1515,4659,1,170,5.36,OPEN
31934,104,415,2229,8,426,36.77,SHIPPED
31935,976,2178,3842,6,14,30.76,SHIPPED
31936,353,2344,4300,7,63,8.01,SHIPPED
31937,74,2731,6008,2,79,17.62,CANCELLED
31938,376,2341,1978,1,355,12.68,SHIPPED
31939,503,3935,1507,6,215,35.99,OPEN
31940,405,2890,589,6,129,56.28,SHIPPED
31941,665,3189,341,10,191,21.71,OPEN
31942,1076,3663,6425,10,499,43.48,SHIPPED
31943,271,1220,2432,6,72,14.93,PARTIALLY_SHIPPED
31944,26,2937,486,7,406,25.57,OPEN
31945,838,1045,2315,2,356,60.98,OPEN
31946,898,966,6579,3,254,30.41,PARTIALLY_SHIPPED
31947,1015,2710,3324,1,390,14.79,OPEN
31948,823,3868,572,1,37,9.09,OPEN
31949,797,215,6413,6,124,20.49,OPEN
31950,1049,3250,6950,3,67,59.99,OPEN
31951,969,244,6186,4,431,4.67,OPEN
31952,1087,2694,6275,4,209,16.75,PARTIALLY_SHIPPED
31953,738,3199,2480,5,477,31.73,OPEN
31954,642,3052,365,7,325,49.45,OPEN
31955,618,1445,4217,4,15,29.54,SHIPPED
31956,375,2150,3507,3,409,7.68,PARTIALLY_SHIPPED
31957,513,3283,5179,10,486,45.09,SHIPPED
31958,874,3182,3495,6,37,21.45,SHIPPED
31959,115,3030,3004,4,275,17.02,PARTIALLY_SHIPPED
31960,586,3173,7454,10,250,18.18,PARTIALLY_SHIPPED
31961,276,2232,2622,3,236,39.51,PARTIALLY_SHIPPED
31962,53,3107,5810,8,133,1.57,SHIPPED
31963,118,1892,3484,10,362,30.44,OPEN
31964,924,3868,7219,3,427,51.03,CANCELLED
31965,804,3868,5918,6,260,30.67,PARTIALLY_SHIPPED
31966,743,2886,269,1,432,7.2,SHIPPED
31967,140,1979,6887,1,332,7.48,OPEN
31968,146,3840,7591,2,129,3.95,CANCELLED
31969,283,2685,1053,10,403,9.2,SHIPPED
31970,220,1771,3148,4,158,63.3,SHIPPED
31971,1086,2307,2014,10,292,18.66,SHIPPED
31972,676,543,6656,2,214,37.26,PARTIALLY_SHIPPED
31973,843,1931,1854,2,497,41.68,PARTIALLY_SHIPPED
31974,126,1097,7641,8,479,23.93,SHIPPED
31975,560,821,2708,6,78,46.26,OPEN
31976,427,2813,7946,4,209,46.37,OPEN
31977,155,1908,1104,3,485,64.37,OPEN
31978,673,462,859,4,8,44.69,SHIPPED
31979,556,1670,5787,3,268,37.16,OPEN
31980,274,201,1335,6,222,34.02,OPEN
31981,854,1794,7274,9,81,9.17,OPEN
31982,356,3759,1272,5,418,47.43,PARTIALLY_SHIPPED
31983,930,2655,3814,2,496,55.93,CANCELLED
31984,557,2947,3329,3,311,49.5,PARTIALLY_SHIPPED
31985,449,3350,5629,7,377,17.97,OPEN
31986,38,1450,3008,5,445,23.84,SHIPPED
31987,41,515,4500,3,375,30.83,PARTIALLY_SHIPPED
31988,58,136,5661,1,250,16.02,OPEN
31989,922,342,6581,7,278,20.53,CANCELLED
31990,408,870,7816,2,418,54.03,SHIPPED
31991,338,3903,1303,2,422,9.98,OPEN
31992,710,2541,2971,8,63,23.05,OPEN
31993,700,2147,1240,9,37,43.62,OPEN
31994,1010,71,2589,9,491,31.32,PARTIALLY_SHIPPED
31995,792,1883,2014,10,387,36.76,OPEN
31996,843,2379,134,6,46,36.44,SHIPPED
31997,332,1793,975,2,239,36.69,OPEN
31998,613,3740,3538,4,212,61.47,SHIPPED
31999,698,1831,7420,4,56,44.45,OPEN
32000,141,2869,327,7,66,12.59,OPEN
32001,829,2264,603,4,486,51.19,OPEN
32002,386,1403,1334,1,250,50.94,OPEN
32003,213,2988,4663,7,88,55.62,SHIPPED
32004,316,306,716,3,369,34.57,SHIPPED
32005,959,680,3376,3,370,24.18,OPEN
32006,934,2966,3713,4,474,13.53,OPEN
32007,393,2602,316,3,126,52.42,OPEN
32008,191,3840,4407,1,321,21.84,OPEN
32009,616,1027,1229,7,403,41.28,PARTIALLY_SHIPPED
32010,238,2890,1876,2,466,17.33,OPEN
32011,259,2383,7693,2,129,30.12,SHIPPED
32012,1010,2834,3399,8,29,1.27,OPEN
32013,398,12,2022,4,65,21.91,OPEN
32014,272,2378,2318,8,478,21.18,OPEN
32015,824,2411,7592,4,71,51.27,OPEN
32016,60,1226,5296,6,499,20.31,PARTIALLY_SHIPPED
32017,356,2487,4472,1,480,45.06,SHIPPED
32018,985,2045,6429,6,362,32.04,CANCELLED
32019,711,3697,932,6,331,28.34,SHIPPED
32020,829,2973,6084,6,449,58.12,SHIPPED
32021,688,1035,777,1,469,68.25,OPEN
32022,477,3750,2567,9,486,42.49,OPEN
32023,447,1079,2551,5,213,6.21,PARTIALLY_SHIPPED
32024,254,772,500,10,464,45.7,OPEN
32025,155,1165,335,7,432,45.64,PARTIALLY_SHIPPED
32026,299,1399,2750,6,53,5.59,SHIPPED
32027,410,2128,1438,5,275,19.85,SHIPPED
32028,543,3164,2637,7,120,63.43,PARTIALLY_SHIPPED
32029,801,1415,1373,4,20,12.65,OPEN
32030,290,3610,3907,5,278,25.95,SHIPPED
32031,385,19,7293,4,464,33.24,OPEN
32032,446,2376,504,2,424,25.63,SHIPPED
32033,476,3872,3816,1,251,5.94,OPEN
32034,63,2984,3450,9,126,25.71,SHIPPED
32035,196,3129,3913,3,456,15.37,OPEN
32036,174,2041,3548,3,232,35.41,SHIPPED
32037,796,1291,6441,1,98,39.21,OPEN
32038,956,1777,7260,2,67,27.02,PARTIALLY_SHIPPED
32039,78,2392,2304,4,431,8.88,OPEN
32040,116,621,4588,4,473,44.07,OPEN
32041,452,331,2306,10,455,29.0,SHIPPED
32042,757,1407,2222,2,7,29.24,OPEN
32043,567,1090,2787,1,462,9.63,SHIPPED
32044,867,3834,5221,5,197,54.45,CANCELLED
32045,3,3948,1079,10,97,21.75,OPEN
32046,428,917,6529,8,430,52.49,SHIPPED
32047,535,2093,259,3,195,32.21,OPEN
32048,414,2615,5870,10,140,33.97,SHIPPED
32049,952,2385,7454,9,484,18.58,OPEN
32050,485,1568,6551,2,191,31.01,OPEN
32051,1015,463,7648,8,279,22.1,OPEN
32052,133,440,6828,9,39,44.5,CANCELLED
32053,828,1971,1075,4,144,25.5,OPEN
32054,544,1876,3827,8,224,44.23,OPEN
32055,311,3594,4282,9,398,31.05,OPEN
32056,710,1662,5148,1,205,46.44,OPEN
32057,941,1786,1555,8,104,7.72,SHIPPED
32058,329,3028,420,5,437,53.92,CANCELLED
32059,580,1084,7125,3,158,25.17,SHIPPED
32060,990,838,1147,9,101,6.68,OPEN
32061,153,1893,5333,8,17,5.69,SHIPPED
32062,699,3870,1736,10,118,13.91,SHIPPED
32063,469,1416,1674,7,75,27.51,OPEN
32064,1088,1961,7231,4,84,35.9,SHIPPED
32065,648,147,5065,3,81,19.34,OPEN
32066,126,1077,7608,6,70,4.59,PARTIALLY_SHIPPED
32067,312,2915,6327,10,199,31.87,SHIPPED
32068,344,2657,2544,7,112,44.29,OPEN
32069,566,1409,6298,7,58,18.28,SHIPPED
32070,333,3003,6580,7,231,37.86,PARTIALLY_SHIPPED
32071,751,1401,5983,8,26,14.41,SHIPPED
32072,946,2907,4207,4,358,39.81,SHIPPED
32073,596,1386,1933,8,238,24.39,OPEN
32074,610,3878,6083,2,66,43.34,OPEN
32075,522,3848,7685,3,416,31.39,OPEN
32076,175,3976,1042,3,44,16.18,OPEN
32077,722,645,1435,8,261,39.6,SHIPPED
32078,4,3998,1601,4,48,37.61,OPEN
32079,290,1517,5221,1,374,36.41,PARTIALLY_SHIPPED
32080,795,2926,97,2,172,52.44,PARTIALLY_SHIPPED
32081,885,2218,7028,6,447,45.1,PARTIALLY_SHIPPED
32082,431,568,2775,1,138,53.32,OPEN
32083,332,1273,4152,10,389,7.36,PARTIALLY_SHIPPED
32084,1002,3285,5284,6,336,43.28,OPEN
32085,886,549,2743,1,101,64.66,SHIPPED
32086,894,95,7997,1,212,15.3,PARTIALLY_SHIPPED
32087,244,3234,5251,1,413,8.3,CANCELLED
32088,700,122,5979,3,2,55.32,SHIPPED
32089,549,2951,1341,3,85,36.97,OPEN
32090,712,1633,6955,6,281,12.13,SHIPPED
32091,349,600,5441,2,160,48.96,SHIPPED
32092,429,2630,4817,1,213,46.45,PARTIALLY_SHIPPED
32093,1010,1368,3513,5,382,68.18,SHIPPED
32094,279,3911,191,8,49,37.56,OPEN
32095,500,2290,5689,4,254,56.27,OPEN
32096,468,454,2652,10,285,14.51,PARTIALLY_SHIPPED
32097,172,3807,7102,3,165,38.31,SHIPPED
32098,224,2093,562,1,149,43.79,SHIPPED
32099,1018,1840,7484,9,348,34.56,SHIPPED
32100,151,2239,5901,3,248,3.85,OPEN
32101,440,1395,206,8,450,42.8,OPEN
32102,243,2604,349,6,238,58.92,SHIPPED
32103,25,3667,7293,3,470,14.8,OPEN
32104,16,522,349,1,398,12.24,PARTIALLY_SHIPPED
32105,672,3968,5808,8,153,32.86,OPEN
32106,309,904,4021,5,170,10.66,OPEN
32107,522,2780,7388,10,219,21.31,OPEN
32108,549,1167,5730,4,40,7.9,PARTIALLY_SHIPPED
32109,177,3986,6089,10,283,43.6,OPEN
32110,650,575,28,4,330,55.74,PARTIALLY_SHIPPED
32111,53,540,5551,1,278,11.35,SHIPPED
32112,139,2498,5931,3,33,16.47,OPEN
32113,618,600,2855,3,442,41.4,SHIPPED
32114,501,990,5144,9,265,9.81,SHIPPED
32115,784,3379,2918,1,258,23.55,OPEN
32116,650,1015,4955,7,221,43.88,PARTIALLY_SHIPPED
32117,649,2919,2452,9,200,31.44,OPEN
32118,634,2044,2148,6,372,16.55,OPEN
32119,1093,2851,3468,10,139,45.99,SHIPPED
32120,156,2539,6607,4,237,59.99,SHIPPED
32121,1048,3090,4312,5,323,13.2,SHIPPED
32122,432,2035,4263,10,282,43.6,OPEN
32123,674,387,3514,5,84,11.18,SHIPPED
32124,1,1890,7467,2,132,51.51,PARTIALLY_SHIPPED
32125,976,3199,1820,4,398,29.34,OPEN
32126,1011,1333,7047,6,248,41.75,PARTIALLY_SHIPPED
32127,1028,403,4798,2,277,24.66,SHIPPED
32128,621,1102,7353,5,237,62.04,OPEN
32129,588,113,950,5,114,40.97,SHIPPED
32130,561,188,7428,5,227,50.61,SHIPPED
32131,454,1410,1140,9,268,49.76,OPEN
32132,285,3228,5294,1,392,16.84,OPEN
32133,942,2933,1796,7,17,35.28,OPEN
32134,744,1758,3434,5,47,36.04,PARTIALLY_SHIPPED
32135,511,1712,1733,6,107,67.55,OPEN
32136,680,2096,7625,9,345,1.01,PARTIALLY_SHIPPED
32137,318,2621,4134,6,410,7.27,PARTIALLY_SHIPPED
32138,1083,507,2073,7,326,13.66,PARTIALLY_SHIPPED
32139,480,3002,6108,4,417,41.04,OPEN
32140,470,1377,2349,1,50,45.23,OPEN
32141,511,1315,2096,1,59,13.88,PARTIALLY_SHIPPED
32142,785,2621,289,5,247,13.73,OPEN
32143,110,3967,105,1,258,38.41,OPEN
32144,774,3031,1096,7,216,46.31,SHIPPED
32145,16,2148,7407,3,452,42.8,SHIPPED
32146,645,326,7561,6,192,12.44,OPEN
32147,337,45,2527,8,470,7.29,SHIPPED
32148,174,72,2616,7,482,39.46,SHIPPED
32149,1091,98,5390,4,403,5.5,OPEN
32150,560,758,5271,8,280,19.1,PARTIALLY_SHIPPED
32151,655,2272,324,10,299,35.47,OPEN
32152,177,969,1277,5,94,27.23,CANCELLED
32153,959,2097,330,1,132,6.09,OPEN
32154,395,884,5479,1,493,20.72,OPEN
32155,687,2246,932,2,150,31.46,SHIPPED
32156,1075,1562,7521,9,174,18.19,PARTIALLY_SHIPPED
32157,673,1517,1843,4,297,37.96,PARTIALLY_SHIPPED
32158,1048,710,1315,7,16,29.54,OPEN
32159,226,3436,5826,2,99,65.14,SHIPPED
32160,1029,3294,3958,3,429,28.59,PARTIALLY_SHIPPED
32161,901,3932,6286,10,131,35.91,PARTIALLY_SHIPPED
32162,95,494,6357,6,416,33.66,PARTIALLY_SHIPPED
32163,321,264,284,4,252,45.93,OPEN
32164,934,3130,6304,5,469,44.59,PARTIALLY_SHIPPED
32165,547,2615,2045,1,147,40.35,PARTIALLY_SHIPPED
32166,637,2389,4149,6,298,32.24,OPEN
32167,415,3885,6696,5,469,5.11,OPEN
32168,516,1539,2549,10,114,27.73,SHIPPED
32169,384,2089,7674,10,352,46.95,SHIPPED
32170,790,502,4711,8,311,36.61,SHIPPED
32171,1091,504,7451,4,484,55.82,OPEN
32172,568,1587,1243,4,77,37.45,SHIPPED
32173,1051,132,7027,9,452,49.33,OPEN
32174,518,1671,2908,1,457,64.27,SHIPPED
32175,821,292,7731,8,196,43.62,SHIPPED
32176,793,1523,6866,5,11,34.49,OPEN
32177,683,1560,3112,5,323,52.31,OPEN
32178,301,2254,3282,7,206,40.7,SHIPPED
32179,554,3717,2824,8,408,23.23,CANCELLED
32180,575,3402,7938,7,24,6.74,SHIPPED
32181,849,835,2734,1,497,6.83,OPEN
32182,507,334,2234,8,365,19.88,OPEN
32183,404,1161,5594,2,331,51.3,OPEN
32184,1060,1651,6119,5,398,63.67,PARTIALLY_SHIPPED
32185,583,3667,5630,9,425,26.47,OPEN
32186,104,2410,2833,5,28,20.97,PARTIALLY_SHIPPED
32187,466,1275,5156,2,225,32.62,OPEN
32188,530,2118,3482,5,178,8.03,OPEN
32189,776,737,2040,3,313,40.07,PARTIALLY_SHIPPED
32190,665,784,2238,1,293,36.4,SHIPPED
32191,926,3390,2820,7,369,41.87,OPEN
32192,297,925,4915,6,121,48.59,OPEN
32193,129,715,3595,2,239,8.08,OPEN
32194,328,465,1844,1,316,1.58,PARTIALLY_SHIPPED
32195,653,959,3316,3,111,52.03,PARTIALLY_SHIPPED
32196,966,2411,1186,5,451,13.73,PARTIALLY_SHIPPED
32197,920,3739,1199,4,387,1.2,SHIPPED
32198,586,954,6263,2,33,21.36,OPEN
32199,48,228,4219,4,458,30.39,OPEN
32200,153,3701,3098,8,254,30.76,PARTIALLY_SHIPPED
32201,411,43,3670,7,216,11.41,SHIPPED
32202,517,696,4068,2,309,18.82,SHIPPED
32203,1042,2263,1568,8,368,4.03,SHIPPED
32204,503,224,7333,2,143,27.97,PARTIALLY_SHIPPED
32205,1053,3092,5907,10,111,47.72,OPEN
32206,1004,2267,384,3,203,6.95,PARTIALLY_SHIPPED
32207,1054,3000,2821,9,270,41.92,OPEN
32208,207,1324,3740,4,269,9.84,OPEN
32209,46,3156,5687,5,351,32.27,SHIPPED
32210,345,2367,92,8,307,56.18,SHIPPED
32211,347,3283,5368,10,498,50.84,OPEN
32212,407,1507,5438,3,381,8.27,SHIPPED
32213,563,1385,3233,9,448,24.59,OPEN
32214,203,1547,5768,3,143,65.11,PARTIALLY_SHIPPED
32215,698,507,2530,7,166,8.1,OPEN
32216,594,1669,1386,9,254,19.07,CANCELLED
32217,1094,3824,7037,8,213,21.87,SHIPPED
32218,318,3740,2178,2,314,9.43,SHIPPED
32219,237,2906,6833,9,66,25.01,SHIPPED
32220,274,473,5473,3,438,24.34,OPEN
32221,472,917,2403,2,260,10.02,PARTIALLY_SHIPPED
32222,168,1612,5166,1,462,35.76,PARTIALLY_SHIPPED
32223,723,432,6406,5,30,59.95,SHIPPED
32224,820,149,3290,1,141,19.06,CANCELLED
32225,950,2579,2817,4,198,4.04,OPEN
32226,1096,3163,6957,1,372,18.13,OPEN
32227,154,755,4454,2,405,23.68,OPEN
32228,1005,1601,880,9,194,14.45,PARTIALLY_SHIPPED
32229,66,648,1137,1,8,7.41,OPEN
32230,935,3988,3631,2,175,47.14,PARTIALLY_SHIPPED
32231,944,160,3846,6,368,33.09,PARTIALLY_SHIPPED
32232,890,3392,3011,8,490,40.15,OPEN
32233,803,1875,1431,7,306,20.83,OPEN
32234,737,2768,702,6,409,46.29,OPEN
32235,121,2695,3953,1,39,23.33,PARTIALLY_SHIPPED
32236,530,1633,3378,10,94,33.01,SHIPPED
32237,994,2875,6180,2,375,13.41,PARTIALLY_SHIPPED
32238,557,295,2670,9,210,39.36,OPEN
32239,680,2805,1082,1,29,56.34,CANCELLED
32240,1036,1193,7861,6,89,55.54,OPEN
32241,437,1705,4111,10,294,25.45,PARTIALLY_SHIPPED
32242,489,3030,2885,3,353,16.5,SHIPPED
32243,78,894,5113,5,443,32.28,SHIPPED
32244,997,75,7947,4,420,10.91,OPEN
32245,44,138,1327,4,10,33.07,OPEN
32246,1083,1767,7697,3,155,11.07,OPEN
32247,39,1831,4056,2,30,19.71,OPEN
32248,441,698,4384,6,428,34.02,PARTIALLY_SHIPPED
32249,311,3781,6895,8,230,4.15,OPEN
32250,1062,311,4658,8,484,42.29,SHIPPED
32251,506,322,2095,9,348,28.1,OPEN
32252,582,2394,5628,9,142,6.12,OPEN
32253,750,159,1377,9,278,22.09,OPEN
32254,390,986,5015,4,293,28.17,SHIPPED
32255,152,438,1220,4,335,21.16,CANCELLED
32256,962,75,3398,10,400,14.26,PARTIALLY_SHIPPED
32257,27,342,3137,7,135,40.66,SHIPPED
32258,590,1322,5082,8,298,25.08,PARTIALLY_SHIPPED
32259,1052,3263,5238,9,146,58.3,OPEN
32260,249,2711,3408,1,12,2.8,CANCELLED
32261,59,1523,7614,7,45,50.98,OPEN
32262,515,2217,7543,2,171,28.36,OPEN
32263,798,1044,6708,9,58,50.66,PARTIALLY_SHIPPED
32264,77,2607,3380,5,348,20.81,SHIPPED
32265,191,3316,7331,1,133,3.48,OPEN
32266,888,3296,6286,8,262,38.33,PARTIALLY_SHIPPED
32267,639,739,6440,6,108,13.2,OPEN
32268,926,3165,3503,6,408,44.31,OPEN
32269,357,602,5945,4,487,46.04,SHIPPED
32270,686,1276,547,10,281,2.32,OPEN
32271,1047,3879,4691,9,372,32.26,PARTIALLY_SHIPPED
32272,730,1627,536,4,440,14.87,OPEN
32273,818,3835,4377,10,495,8.11,SHIPPED
32274,810,3814,2824,6,333,40.94,OPEN
32275,956,336,5392,2,320,33.23,SHIPPED
32276,952,1569,6841,1,424,34.13,OPEN
32277,362,2389,4264,10,318,17.84,OPEN
32278,338,2351,4401,5,306,19.12,OPEN
32279,12,2741,2093,6,419,39.47,OPEN
32280,583,2518,5338,8,460,40.52,CANCELLED
32281,337,3894,7063,9,454,21.3,SHIPPED
32282,185,2084,4789,8,499,14.13,PARTIALLY_SHIPPED
32283,511,2169,7640,3,6,60.21,PARTIALLY_SHIPPED
32284,971,272,1166,10,2,17.17,OPEN
32285,332,2382,3510,3,14,3.92,SHIPPED
32286,773,3266,3494,5,469,43.86,OPEN
32287,626,367,5682,2,393,11.57,OPEN
32288,337,3197,3004,7,377,31.01,SHIPPED
32289,171,1098,7118,4,477,12.43,OPEN
32290,246,3773,4656,6,121,48.98,PARTIALLY_SHIPPED
32291,297,2927,7349,9,349,55.92,SHIPPED
32292,462,3048,6533,7,7,40.41,PARTIALLY_SHIPPED
32293,600,207,5995,7,313,24.22,PARTIALLY_SHIPPED
32294,730,153,1635,9,393,44.44,SHIPPED
32295,737,3145,3439,1,410,60.45,SHIPPED
32296,653,1649,1245,2,303,1.45,CANCELLED
32297,843,1891,2298,9,21,52.4,OPEN
32298,1064,3747,4686,9,13,35.16,OPEN
32299,561,3064,6109,2,139,5.97,PARTIALLY_SHIPPED
32300,981,3989,2240,9,330,9.61,OPEN
32301,191,1090,221,7,138,46.21,SHIPPED
32302,867,3796,2533,6,79,47.17,CANCELLED
32303,76,289,6140,4,50,18.58,OPEN
32304,662,2710,964,10,376,47.15,OPEN
32305,237,481,4841,5,266,36.87,SHIPPED
32306,780,3914,177,10,497,18.26,SHIPPED
32307,207,2925,1194,4,53,14.56,PARTIALLY_SHIPPED
32308,610,2287,7278,10,435,43.94,PARTIALLY_SHIPPED
32309,8,2522,5269,3,499,63.08,OPEN
32310,905,1024,2978,1,316,36.97,PARTIALLY_SHIPPED
32311,819,1274,4942,5,390,49.27,PARTIALLY_SHIPPED
32312,168,3643,2579,7,72,54.29,SHIPPED
32313,828,328,5166,4,35,18.1,OPEN
32314,891,3529,4223,6,408,24.06,SHIPPED
32315,24,274,2502,8,22,34.1,SHIPPED
32316,480,332,2611,3,293,33.23,OPEN
32317,129,2934,300,8,118,37.74,OPEN
32318,702,1487,1977,3,499,18.52,OPEN
32319,1006,2510,6418,8,159,44.83,OPEN
32320,636,2329,7621,3,237,53.77,SHIPPED
32321,798,2608,3032,7,332,43.68,OPEN
32322,1087,1819,763,9,399,37.69,SHIPPED
32323,145,1647,3973,1,301,18.16,SHIPPED
32324,765,2448,2391,9,258,16.83,PARTIALLY_SHIPPED
32325,255,824,762,9,217,18.91,OPEN
32326,1063,3251,2181,10,481,20.62,OPEN
32327,693,48,3422,1,15,2.92,SHIPPED
32328,199,3251,7443,4,44,8.19,SHIPPED
32329,12,1264,4977,1,294,41.4,OPEN
32330,473,36,949,1,187,22.99,OPEN
32331,983,3075,5854,7,425,19.82,OPEN
32332,575,2143,2229,1,247,24.54,PARTIALLY_SHIPPED
32333,986,747,1390,1,386,50.65,SHIPPED
32334,496,2444,2168,9,479,19.77,OPEN
32335,326,995,453,6,94,24.15,SHIPPED
32336,395,320,4044,5,190,17.44,OPEN
32337,826,3087,486,3,282,38.41,OPEN
32338,552,3967,1847,10,195,4.99,SHIPPED
32339,144,450,7709,6,395,40.9,SHIPPED
32340,877,651,5737,10,157,21.89,PARTIALLY_SHIPPED
32341,696,1651,4024,8,290,43.51,OPEN
32342,878,1114,7769,1,497,22.57,CANCELLED
32343,420,558,4845,5,331,1.74,PARTIALLY_SHIPPED
32344,828,283,1287,10,392,14.37,PARTIALLY_SHIPPED
32345,944,1953,1932,7,36,31.06,PARTIALLY_SHIPPED
32346,863,2598,6161,10,76,21.32,PARTIALLY_SHIPPED
32347,343,2719,3554,9,325,2.76,PARTIALLY_SHIPPED
32348,676,939,1626,4,435,50.11,SHIPPED
32349,892,3916,7384,2,332,45.69,SHIPPED
32350,441,3126,2779,9,222,7.62,OPEN
32351,371,1281,3033,1,172,0.76,OPEN
32352,1017,2283,6217,10,474,7.86,SHIPPED
32353,859,1092,2372,2,386,36.55,SHIPPED
32354,992,430,118,6,257,24.99,OPEN
32355,425,3611,472,8,213,0.96,PARTIALLY_SHIPPED
32356,24,48,2688,9,408,34.57,CANCELLED
32357,699,2179,547,1,45,65.52,PARTIALLY_SHIPPED
32358,561,578,3141,8,242,40.88,PARTIALLY_SHIPPED
32359,508,427,1594,1,159,41.71,PARTIALLY_SHIPPED
32360,668,3583,6644,4,454,22.22,OPEN
32361,878,3500,3698,9,495,1.42,OPEN
32362,269,3632,1583,1,94,41.17,CANCELLED
32363,804,1130,5642,4,297,39.34,OPEN
32364,590,1,930,9,55,23.53,SHIPPED
32365,699,1695,1742,5,417,3.08,PARTIALLY_SHIPPED
32366,735,634,7283,4,495,8.04,OPEN
32367,594,3119,331,4,427,23.87,OPEN
32368,912,652,55,2,488,45.69,PARTIALLY_SHIPPED
32369,509,1077,4100,6,438,34.67,OPEN
32370,821,3470,7407,7,487,64.92,CANCELLED
32371,674,984,1757,2,243,2.21,OPEN
32372,518,2273,6041,9,207,22.76,OPEN
32373,586,1208,7878,6,497,27.74,PARTIALLY_SHIPPED
32374,284,883,951,6,77,20.39,PARTIALLY_SHIPPED
32375,65,2717,5247,10,262,14.22,SHIPPED
32376,400,1041,6614,5,500,9.31,OPEN
32377,440,3868,6883,9,374,43.96,PARTIALLY_SHIPPED
32378,605,1767,4549,3,141,25.45,SHIPPED
32379,137,3791,6082,2,491,21.67,OPEN
32380,528,2969,7323,10,408,55.87,OPEN
32381,404,3393,1713,7,143,44.87,SHIPPED
32382,653,3709,5265,5,216,9.04,SHIPPED
32383,533,2322,682,4,173,54.77,SHIPPED
32384,775,1596,1239,1,327,59.22,PARTIALLY_SHIPPED
32385,920,3895,2715,1,28,27.45,SHIPPED
32386,544,2862,246,3,21,43.95,OPEN
32387,507,1622,88,7,289,30.5,OPEN
32388,532,3366,5747,9,328,7.45,SHIPPED
32389,93,2779,5118,8,118,34.83,PARTIALLY_SHIPPED
32390,828,3998,793,1,440,29.75,SHIPPED
32391,428,98,2657,5,204,8.83,OPEN
