DeliveryID,TransporterID,DepartureDate,ArrivalDate,Distance_km,Cost,SKU,Quantity
D10387,T008,2023-08-08,2023-08-13,530,944.0,SKU-003,133
D10388,T002,2023-05-12,2023-05-21,46,51.5,SKU-046,78
D10389,T005,2023-02-28,2023-03-08,580,449.36,SKU-297,92
D10390,T001,2023-04-28,2023-05-09,333,481.64,SKU-511,187
D10391,T009,2023-11-02,2023-11-10,1309,2182.14,SKU-422,28
D10392,T002,2023-12-07,2023-12-17,1741,2115.17,SKU-278,117
D10393,T005,2023-12-26,2024-01-10,1056,813.45,SKU-176,117
D10394,T004,2023-06-21,2023-06-24,292,237.37,SKU-092,25
D10395,T001,2023-06-24,2023-07-02,247,328.5,SKU-595,151
D10396,T006,2023-05-21,2023-05-31,394,603.16,SKU-588,144
D10397,T003,2023-06-21,2023-07-07,699,489.8,SKU-299,22
D10398,T009,2023-01-14,2023-01-18,399,542.83,SKU-554,12
D10399,T012,2023-06-12,2023-06-15,1607,2333.82,SKU-038,191
D10400,T010,2023-04-24,2023-04-27,384,301.89,SKU-454,6
D10401,T012,2023-03-26,2023-04-05,343,450.78,SKU-371,24
D10402,T004,2023-12-11,2023-12-18,1209,1007.65,SKU-070,19
D10403,T008,2023-07-04,2023-07-07,120,194.78,SKU-030,66
D10404,T008,2023-02-06,2023-02-25,1400,2009.13,SKU-062,102
D10405,T011,2023-10-09,2023-10-10,1209,1830.89,SKU-342,34
D10406,T002,2023-06-26,2023-06-29,1537,1676.44,SKU-011,160
D10407,T009,2023-07-27,2023-08-13,640,950.96,SKU-083,136
D10408,T007,2023-01-22,2023-01-27,1703,2560.31,SKU-221,47
D10409,T009,2023-10-08,2023-10-09,979,1360.94,SKU-507,67
D10410,T010,2023-03-17,2023-03-19,858,748.71,SKU-465,20
D10411,T010,2023-10-24,2023-10-29,946,859.25,SKU-196,39
D10412,T007,2023-12-03,2023-12-07,574,832.08,SKU-074,175
D10413,T008,2023-10-08,2023-10-12,729,1126.95,SKU-356,93
D10414,T002,2023-01-15,2023-01-24,745,906.51,SKU-086,104
D10415,T012,2023-04-22,2023-05-05,1638,2001.99,SKU-090,150
D10416,T009,2023-05-02,2023-05-04,1161,1711.5,SKU-600,2
D10417,T011,2023-05-24,2023-05-28,820,1369.54,SKU-264,98
D10418,T006,2023-05-10,2023-05-24,1085,1591.91,SKU-470,21
D10419,T010,2023-08-25,2023-08-29,623,626.79,SKU-403,11
D10420,T008,2023-09-20,2023-10-01,802,1128.63,SKU-252,64
D10421,T001,2023-06-17,2023-06-20,659,973.92,SKU-469,123
D10422,T001,2023-02-22,2023-02-28,1133,1688.23,SKU-516,182
D10423,T001,2023-02-14,2023-02-19,1705,2357.06,SKU-396,57
D10424,T003,2023-08-09,2023-08-18,1386,1144.66,SKU-165,77
D10425,T009,2023-07-22,2023-07-28,1486,2175.21,SKU-536,198
D10426,T010,2023-11-27,2023-12-02,572,525.76,SKU-310,104
D10427,T006,2023-01-13,2023-01-14,246,407.8,SKU-107,198
D10428,T001,2023-09-22,2023-10-02,1407,1917.44,SKU-203,126
D10429,T008,2023-06-26,2023-06-30,1409,2336.94,SKU-240,92
D10430,T005,2023-12-24,2024-01-09,152,115.08,SKU-090,154
D10431,T002,2023-03-27,2023-04-08,1085,1500.32,SKU-407,185
D10432,T012,2023-02-10,2023-02-21,973,1210.98,SKU-512,183
D10433,T010,2023-12-10,2023-12-20,785,641.71,SKU-270,28
D10434,T012,2023-03-19,2023-03-24,1534,2158.75,SKU-273,36
D10435,T011,2023-06-23,2023-07-12,1532,2092.08,SKU-284,133
D10436,T002,2023-10-15,2023-10-20,1550,1958.77,SKU-594,49
D10437,T001,2023-09-17,2023-09-23,878,1033.51,SKU-014,188
D10438,T009,2023-05-08,2023-05-15,309,515.57,SKU-418,77
D10439,T002,2023-05-05,2023-05-23,1115,1527.42,SKU-462,151
D10440,T012,2023-07-16,2023-07-20,1548,2112.06,SKU-359,53
D10441,T011,2023-10-03,2023-10-06,1600,2437.28,SKU-592,27
D10442,T008,2023-03-18,2023-03-22,1502,2571.07,SKU-166,62
D10443,T001,2023-10-07,2023-10-12,678,991.21,SKU-334,62
D10444,T012,2023-03-23,2023-03-27,336,445.69,SKU-040,69
D10445,T002,2023-09-11,2023-09-24,758,886.88,SKU-466,113
D10446,T001,2023-06-25,2023-06-26,241,326.17,SKU-411,33
D10447,T012,2023-11-19,2023-11-29,1198,1548.48,SKU-068,32
D10448,T010,2023-07-03,2023-07-11,1270,972.34,SKU-385,106
D10449,T010,2023-06-26,2023-06-27,555,450.72,SKU-571,54
D10450,T005,2023-02-20,2023-02-26,875,559.56,SKU-210,167
D10451,T007,2023-03-22,2023-04-01,1387,2334.39,SKU-507,78
D10452,T008,2023-08-19,2023-08-20,220,373.57,SKU-474,67
D10453,T007,2023-03-17,2023-03-21,102,180.52,SKU-391,152
D10454,T006,2023-07-27,2023-08-02,1062,1549.68,SKU-578,76
D10455,T010,2023-02-25,2023-02-26,124,117.75,SKU-233,151
D10456,T011,2023-09-11,2023-09-16,528,777.46,SKU-530,35
D10457,T009,2023-12-14,2023-12-18,1422,2304.85,SKU-178,86
D10458,T006,2023-06-09,2023-06-14,885,1139.31,SKU-228,111
D10459,T003,2023-11-16,2023-11-17,1613,1186.86,SKU-270,168
D10460,T012,2023-10-19,2023-10-25,1731,2286.92,SKU-566,150
D10461,T002,2023-12-20,2024-01-03,317,432.93,SKU-287,189
D10462,T012,2023-07-16,2023-07-24,83,121.33,SKU-265,112
D10463,T012,2023-05-21,2023-05-25,776,939.6,SKU-305,53
D10464,T009,2023-10-09,2023-10-10,1607,2138.81,SKU-137,88
D10465,T010,2023-06-20,2023-06-25,1083,982.09,SKU-025,79
D10466,T005,2023-05-20,2023-06-04,1088,769.2,SKU-533,37
D10467,T003,2023-01-10,2023-01-16,1189,810.85,SKU-165,17
D10468,T009,2023-08-18,2023-08-25,1151,1608.6,SKU-251,186
D10469,T011,2023-08-07,2023-08-13,1274,1706.45,SKU-399,190
D10470,T007,2023-04-17,2023-04-22,601,891.31,SKU-056,182
D10471,T010,2023-06-28,2023-07-07,1158,960.57,SKU-514,165
D10472,T012,2023-03-25,2023-04-04,471,720.44,SKU-042,196
D10473,T003,2023-09-02,2023-09-08,1113,782.1,SKU-522,89
D10474,T001,2023-07-01,2023-07-07,1241,1812.18,SKU-257,57
D10475,T004,2023-11-13,2023-11-20,1763,1520.34,SKU-412,164
D10476,T008,2023-04-17,2023-04-22,946,1575.7,SKU-584,85
D10477,T009,2023-03-09,2023-03-19,1260,1638.26,SKU-191,20
D10478,T012,2023-06-12,2023-06-17,1047,1383.13,SKU-595,194
D10479,T011,2023-06-19,2023-06-25,1589,2057.97,SKU-518,164
D10480,T009,2023-09-11,2023-09-17,194,302.84,SKU-365,47
D10481,T003,2023-11-01,2023-11-10,904,719.79,SKU-187,60
D10482,T005,2023-09-06,2023-09-15,135,105.18,SKU-366,114
D10483,T008,2023-03-16,2023-03-24,93,133.61,SKU-279,126
D10484,T003,2023-05-26,2023-06-03,419,326.73,SKU-564,104
D10485,T006,2023-06-18,2023-06-22,1750,2612.59,SKU-182,45
D10486,T005,2023-02-17,2023-02-23,189,140.91,SKU-358,81
D10487,T004,2023-07-02,2023-07-11,1099,1014.65,SKU-475,54
D10488,T006,2023-03-24,2023-03-25,262,437.85,SKU-110,15
D10489,T004,2023-06-21,2023-06-29,312,238.53,SKU-013,158
D10490,T009,2023-11-25,2023-12-01,1037,1575.77,SKU-270,98
D10491,T005,2023-10-02,2023-10-11,1082,751.63,SKU-499,171
D10492,T003,2023-08-12,2023-08-19,1407,1088.85,SKU-438,52
D10493,T002,2023-06-14,2023-06-22,1243,1517.9,SKU-463,161
D10494,T002,2023-12-21,2024-01-06,1466,1804.45,SKU-439,29
D10495,T006,2023-03-18,2023-03-28,1694,2290.77,SKU-342,172
D10496,T004,2023-11-12,2023-11-21,707,609.51,SKU-062,190
D10497,T001,2023-10-05,2023-10-06,495,681.02,SKU-070,25
D10498,T007,2023-09-03,2023-09-16,1676,2681.18,SKU-126,54
D10499,T003,2023-07-25,2023-08-05,382,269.84,SKU-588,17
D10500,T007,2023-07-02,2023-07-09,777,1091.63,SKU-221,199
D10501,T005,2023-06-18,2023-06-29,1339,1130.46,SKU-186,145
D10502,T012,2023-05-14,2023-05-19,1552,2103.91,SKU-264,101
D10503,T009,2023-11-24,2023-11-25,833,1084.44,SKU-532,130
D10504,T010,2023-03-04,2023-03-12,455,391.17,SKU-084,178
D10505,T011,2023-01-01,2023-01-09,1373,2148.51,SKU-051,89
D10506,T001,2023-09-02,2023-09-04,990,1370.15,SKU-024,138
D10507,T004,2023-11-15,2023-11-17,371,366.51,SKU-093,110
D10508,T005,2023-07-20,2023-07-23,1612,1236.04,SKU-141,178
D10509,T011,2023-09-08,2023-09-23,943,1575.53,SKU-132,72
D10510,T003,2023-06-11,2023-06-14,1080,781.37,SKU-002,50
D10511,T010,2023-03-13,2023-03-23,1343,1277.02,SKU-557,80
D10512,T004,2023-10-07,2023-10-18,1044,805.13,SKU-076,127
D10513,T006,2023-11-28,2023-12-01,254,373.91,SKU-593,200
D10514,T005,2023-04-08,2023-04-13,1306,998.44,SKU-093,117
D10515,T006,2023-10-04,2023-10-17,1741,2471.83,SKU-265,163
D10516,T006,2023-02-24,2023-03-06,802,1169.51,SKU-056,149
D10517,T002,2023-12-01,2023-12-14,190,232.02,SKU-259,1
D10518,T011,2023-12-15,2023-12-19,945,1248.83,SKU-178,158
D10519,T005,2023-06-26,2023-07-01,1255,997.16,SKU-015,42
D10520,T008,2023-07-26,2023-08-03,1665,2849.25,SKU-095,39
D10521,T007,2023-07-03,2023-07-10,1181,1904.83,SKU-597,99
D10522,T008,2023-11-05,2023-11-17,1198,1951.75,SKU-204,48
D10523,T004,2023-10-21,2023-10-22,1019,822.04,SKU-233,20
D10524,T009,2023-05-24,2023-06-01,838,1381.27,SKU-130,74
D10525,T009,2023-11-18,2023-11-28,1663,2225.61,SKU-080,164
D10526,T004,2023-11-17,2023-11-29,229,173.14,SKU-319,58
D10527,T008,2023-07-04,2023-07-10,843,1501.01,SKU-293,182
D10528,T002,2023-12-11,2023-12-20,332,385.28,SKU-337,25
D10529,T001,2023-04-11,2023-04-22,1261,1700.94,SKU-343,195
D10530,T007,2023-09-06,2023-09-10,1086,1794.56,SKU-111,121
D10531,T006,2023-01-23,2023-01-29,1067,1696.31,SKU-362,29
D10532,T001,2023-11-24,2023-11-29,519,649.33,SKU-560,71
D10533,T008,2023-06-03,2023-06-14,1070,1740.76,SKU-182,51
D10534,T003,2023-03-17,2023-03-22,78,54.85,SKU-500,53
D10535,T009,2023-12-02,2023-12-03,1183,1697.63,SKU-300,95
D10536,T001,2023-03-22,2023-03-27,65,80.69,SKU-548,34
D10537,T010,2023-12-22,2023-12-23,592,538.72,SKU-196,171
D10538,T011,2023-04-08,2023-04-17,1287,1684.76,SKU-263,53
D10539,T001,2023-06-12,2023-06-17,149,218.02,SKU-027,153
D10540,T003,2023-12-12,2023-12-15,934,777.7,SKU-191,77
D10541,T012,2023-06-06,2023-06-14,1677,2589.53,SKU-595,130
D10542,T001,2023-03-11,2023-03-22,637,920.59,SKU-325,146
D10543,T011,2023-12-17,2023-12-21,1702,2536.87,SKU-487,118
D10544,T011,2023-04-08,2023-04-12,780,1127.38,SKU-418,86
D10545,T006,2023-01-23,2023-02-02,585,967.24,SKU-176,33
D10546,T005,2023-12-16,2023-12-24,264,172.63,SKU-243,188
D10547,T004,2023-12-16,2023-12-22,1025,882.8,SKU-148,139
D10548,T001,2023-10-25,2023-10-26,184,220.7,SKU-439,28
D10549,T005,2023-01-20,2023-01-23,104,67.83,SKU-315,136
D10550,T005,2023-02-11,2023-02-28,1681,1275.25,SKU-053,118
D10551,T004,2023-04-01,2023-04-05,621,603.49,SKU-557,108
D10552,T012,2023-01-09,2023-01-12,827,1024.2,SKU-170,56
D10553,T007,2023-09-10,2023-09-16,1485,2089.37,SKU-193,142
D10554,T002,2023-09-14,2023-09-29,1223,1565.21,SKU-033,175
D10555,T011,2023-10-27,2023-11-06,1561,2064.89,SKU-234,78
D10556,T006,2023-04-07,2023-04-09,1136,1585.88,SKU-395,63
D10557,T008,2023-01-08,2023-01-09,1583,2818.1,SKU-291,75
D10558,T006,2023-11-26,2023-12-01,1015,1391.43,SKU-410,195
D10559,T012,2023-04-23,2023-05-06,531,671.22,SKU-347,135
D10560,T012,2023-12-15,2023-12-25,77,104.44,SKU-576,134
D10561,T002,2023-10-24,2023-10-25,970,1311.49,SKU-398,183
D10562,T008,2023-06-27,2023-07-12,1704,2740.4,SKU-502,86
D10563,T009,2023-01-14,2023-01-19,593,955.13,SKU-573,43
D10564,T012,2023-05-25,2023-05-27,304,449.23,SKU-487,90
D10565,T004,2023-07-07,2023-07-14,1097,1057.01,SKU-111,186
D10566,T004,2023-06-25,2023-06-27,1399,1345.19,SKU-007,199
D10567,T004,2023-01-28,2023-01-29,245,198.99,SKU-403,1
D10568,T001,2023-08-21,2023-08-30,1067,1252.46,SKU-205,194
D10569,T002,2023-06-13,2023-06-23,637,810.47,SKU-119,7
D10570,T002,2023-08-11,2023-08-14,350,463.59,SKU-541,145
D10571,T005,2023-06-09,2023-06-23,167,109.05,SKU-514,176
D10572,T008,2023-03-08,2023-03-11,1605,2422.55,SKU-249,50
D10573,T010,2023-02-17,2023-02-24,856,817.93,SKU-597,61
D10574,T002,2023-08-10,2023-08-14,1614,1864.35,SKU-359,31
D10575,T001,2023-09-19,2023-09-25,1284,1638.51,SKU-169,164
D10576,T001,2023-03-06,2023-03-10,708,850.29,SKU-440,26
D10577,T007,2023-10-21,2023-10-25,1647,2696.57,SKU-137,72
D10578,T012,2023-04-22,2023-04-24,1321,2034.92,SKU-343,200
D10579,T002,2023-04-17,2023-04-23,105,133.75,SKU-574,116
D10580,T001,2023-08-03,2023-08-14,531,651.44,SKU-583,102
D10581,T008,2023-04-11,2023-04-21,1729,2371.06,SKU-135,159
D10582,T004,2023-03-28,2023-04-02,1615,1405.28,SKU-209,111
D10583,T004,2023-02-19,2023-02-26,658,642.23,SKU-065,67
D10584,T011,2023-11-12,2023-11-19,507,803.35,SKU-028,52
D10585,T009,2023-01-06,2023-01-10,154,206.51,SKU-327,139
D10586,T002,2023-06-19,2023-06-20,1145,1534.49,SKU-114,15
D10587,T002,2023-02-15,2023-02-20,975,1350.71,SKU-158,96
D10588,T001,2023-12-12,2023-12-17,364,479.31,SKU-494,187
D10589,T004,2023-09-08,2023-09-15,344,285.99,SKU-271,2
D10590,T010,2023-03-13,2023-03-16,677,524.46,SKU-052,15
D10591,T006,2023-11-21,2023-12-10,607,1018.48,SKU-419,95
D10592,T008,2023-05-16,2023-06-04,550,861.2,SKU-022,160
D10593,T011,2023-09-12,2023-09-15,1185,1758.76,SKU-514,8
D10594,T003,2023-11-05,2023-11-13,1583,1091.15,SKU-369,129
D10595,T008,2023-06-18,2023-06-20,502,870.35,SKU-190,55
D10596,T002,2023-01-18,2023-01-29,250,276.59,SKU-356,14
D10597,T011,2023-03-02,2023-03-06,697,1144.27,SKU-505,186
D10598,T008,2023-02-26,2023-03-06,87,124.89,SKU-086,94
D10599,T005,2023-02-06,2023-02-07,1767,1398.15,SKU-043,16
D10600,T005,2023-10-22,2023-10-30,678,553.88,SKU-183,34
D10601,T006,2023-03-13,2023-03-29,796,1167.23,SKU-453,167
D10602,T011,2023-03-17,2023-03-20,229,367.69,SKU-015,114
D10603,T004,2023-12-08,2023-12-12,1085,819.67,SKU-286,102
D10604,T008,2023-06-21,2023-06-25,1768,2594.59,SKU-523,147
D10605,T001,2023-10-17,2023-10-27,928,1146.36,SKU-259,22
D10606,T005,2023-06-09,2023-06-20,354,256.64,SKU-085,88
D10607,T008,2023-07-14,2023-07-29,172,305.99,SKU-121,114
D10608,T008,2023-11-09,2023-11-10,1335,2094.48,SKU-059,57
D10609,T007,2023-01-04,2023-01-16,249,413.51,SKU-419,174
D10610,T010,2023-05-23,2023-05-24,366,302.55,SKU-055,153
D10611,T007,2023-07-23,2023-08-01,1392,2313.62,SKU-594,180
D10612,T006,2023-11-22,2023-11-28,1405,2236.24,SKU-034,35
D10613,T003,2023-08-10,2023-08-17,165,122.24,SKU-243,156
D10614,T011,2023-04-21,2023-04-24,554,711.3,SKU-382,35
D10615,T004,2023-12-21,2023-12-22,1075,1064.48,SKU-392,160
D10616,T008,2023-02-12,2023-02-21,574,1012.39,SKU-328,7
D10617,T004,2023-06-01,2023-06-10,178,139.01,SKU-569,163
D10618,T011,2023-09-13,2023-09-24,1605,2142.11,SKU-278,58
D10619,T003,2023-01-16,2023-01-18,44,37.22,SKU-208,73
D10620,T001,2023-02-05,2023-02-06,1331,1539.68,SKU-579,40
D10621,T005,2023-11-06,2023-11-14,1281,845.17,SKU-085,149
D10622,T003,2023-12-18,2024-01-03,807,526.21,SKU-083,114
D10623,T007,2023-08-06,2023-08-11,631,976.78,SKU-497,102
D10624,T012,2023-04-19,2023-04-22,1094,1599.05,SKU-226,26
D10625,T006,2023-03-27,2023-04-02,1151,1647.53,SKU-470,137
D10626,T010,2023-09-12,2023-09-16,1425,1268.92,SKU-356,31
D10627,T006,2023-02-25,2023-03-06,1028,1366.05,SKU-048,41
D10628,T007,2023-05-12,2023-05-18,1630,2684.15,SKU-392,177
D10629,T006,2023-11-09,2023-11-11,115,160.03,SKU-582,20
D10630,T004,2023-02-09,2023-02-17,1060,1003.95,SKU-046,42
D10631,T002,2023-10-25,2023-10-31,593,638.09,SKU-154,100
D10632,T010,2023-01-04,2023-01-08,313,300.05,SKU-316,77
D10633,T003,2023-07-19,2023-07-20,1711,1151.63,SKU-118,66
D10634,T001,2023-04-27,2023-04-29,1645,2301.26,SKU-148,71
D10635,T011,2023-02-17,2023-02-24,1773,2869.32,SKU-308,183
D10636,T007,2023-08-03,2023-08-11,155,228.45,SKU-111,74
D10637,T012,2023-03-24,2023-04-05,434,562.49,SKU-229,57
D10638,T012,2023-10-24,2023-10-25,1023,1406.59,SKU-429,122
D10639,T011,2023-06-23,2023-06-28,241,380.27,SKU-418,156
D10640,T006,2023-12-13,2023-12-27,236,321.69,SKU-100,166
D10641,T010,2023-06-04,2023-06-11,1402,1073.63,SKU-075,129
D10642,T011,2023-03-12,2023-03-26,612,800.27,SKU-469,121
D10643,T001,2023-01-27,2023-01-30,1752,2058.38,SKU-189,82
D10644,T002,2023-10-17,2023-10-24,938,1179.73,SKU-315,115
D10645,T011,2023-03-14,2023-03-23,252,366.03,SKU-211,176
D10646,T005,2023-06-06,2023-06-14,1076,767.83,SKU-292,114
D10647,T001,2023-07-15,2023-07-21,844,1248.6,SKU-181,74
D10648,T010,2023-06-25,2023-07-03,950,778.01,SKU-347,148
D10649,T006,2023-10-19,2023-10-23,255,331.71,SKU-580,170
D10650,T005,2023-07-21,2023-07-24,1093,868.1,SKU-369,47
D10651,T002,2023-12-13,2023-12-25,1389,1796.87,SKU-424,38
D10652,T001,2023-03-23,2023-03-24,46,57.84,SKU-070,4
D10653,T007,2023-05-06,2023-05-20,1539,2374.35,SKU-436,19
D10654,T011,2023-04-14,2023-04-25,1249,1745.36,SKU-570,69
D10655,T011,2023-07-28,2023-08-12,1586,2336.85,SKU-104,93
D10656,T006,2023-12-22,2023-12-23,267,373.3,SKU-390,92
D10657,T002,2023-11-21,2023-11-30,1504,2025.15,SKU-305,121
D10658,T010,2023-04-06,2023-04-09,984,848.16,SKU-453,72
D10659,T007,2023-06-15,2023-06-25,1477,2441.44,SKU-378,23
D10660,T004,2023-12-01,2023-12-04,77,60.08,SKU-532,40
D10661,T007,2023-02-18,2023-03-02,141,213.57,SKU-454,66
D10662,T010,2023-02-10,2023-02-14,342,333.81,SKU-135,180
D10663,T010,2023-07-16,2023-07-29,1268,1278.44,SKU-201,116
D10664,T001,2023-04-15,2023-05-04,1340,1862.59,SKU-095,125
D10665,T002,2023-11-15,2023-11-21,1461,1838.35,SKU-179,153
D10666,T008,2023-06-18,2023-06-21,352,594.64,SKU-141,46
D10667,T007,2023-12-15,2023-12-19,999,1342.74,SKU-112,132
D10668,T011,2023-04-09,2023-04-17,1750,2379.57,SKU-542,144
D10669,T004,2023-05-28,2023-06-13,64,59.07,SKU-151,65
D10670,T004,2023-02-18,2023-02-21,70,59.68,SKU-433,148
D10671,T010,2023-05-09,2023-05-18,693,538.8,SKU-277,9
D10672,T006,2023-01-19,2023-01-26,208,282.82,SKU-262,135
D10673,T003,2023-02-21,2023-02-27,1680,1283.35,SKU-283,137
D10674,T002,2023-07-13,2023-07-20,1347,1438.24,SKU-005,33
D10675,T003,2023-11-07,2023-11-08,1614,1324.54,SKU-578,76
D10676,T007,2023-07-28,2023-07-29,1716,2963.74,SKU-231,155
D10677,T011,2023-04-16,2023-04-19,653,1049.88,SKU-500,70
D10678,T003,2023-02-02,2023-02-16,1769,1317.44,SKU-056,116
D10679,T007,2023-07-21,2023-07-29,701,963.23,SKU-157,198
D10680,T007,2023-03-05,2023-03-22,326,519.01,SKU-523,172
D10681,T007,2023-08-02,2023-08-08,1628,2439.16,SKU-586,160
D10682,T007,2023-10-22,2023-10-26,109,192.38,SKU-173,138
D10683,T007,2023-10-11,2023-10-19,418,615.0,SKU-383,140
D10684,T012,2023-05-19,2023-06-03,849,1124.45,SKU-346,31
D10685,T007,2023-10-20,2023-10-21,805,1334.92,SKU-542,186
D10686,T001,2023-07-09,2023-07-18,1321,1889.51,SKU-235,60
D10687,T010,2023-03-16,2023-03-17,607,577.83,SKU-412,117
D10688,T003,2023-06-18,2023-06-30,711,511.53,SKU-582,23
D10689,T004,2023-01-03,2023-01-07,1001,879.79,SKU-529,147
D10690,T006,2023-08-18,2023-08-26,424,559.13,SKU-446,126
D10691,T011,2023-03-11,2023-03-12,1114,1825.5,SKU-201,127
D10692,T011,2023-07-16,2023-07-18,1424,1809.8,SKU-152,190
D10693,T003,2023-10-05,2023-10-11,852,590.04,SKU-165,85
D10694,T001,2023-02-18,2023-02-24,1413,1757.73,SKU-546,156
D10695,T010,2023-02-09,2023-02-22,1050,842.53,SKU-006,102
D10696,T012,2023-06-20,2023-06-29,840,1217.7,SKU-479,196
D10697,T010,2023-11-22,2023-12-01,1338,1245.04,SKU-050,18
D10698,T004,2023-12-28,2024-01-08,617,479.01,SKU-360,114
D10699,T010,2023-07-24,2023-08-04,1455,1148.64,SKU-143,22
D10700,T007,2023-02-18,2023-02-21,765,1107.49,SKU-146,123
D10701,T010,2023-12-04,2023-12-17,1530,1329.34,SKU-197,16
D10702,T005,2023-03-05,2023-03-11,1139,938.21,SKU-416,118
D10703,T001,2023-04-18,2023-04-23,1020,1378.45,SKU-069,91
D10704,T006,2023-12-23,2023-12-24,274,450.89,SKU-123,130
D10705,T002,2023-11-23,2023-11-28,780,967.01,SKU-057,135
D10706,T012,2023-09-23,2023-10-04,793,1115.46,SKU-498,71
D10707,T003,2023-05-25,2023-06-13,835,595.79,SKU-502,181
D10708,T002,2023-03-20,2023-04-03,767,1022.82,SKU-439,128
D10709,T003,2023-05-11,2023-05-28,1660,1085.74,SKU-568,3
D10710,T008,2023-01-27,2023-02-04,1092,1568.2,SKU-365,119
D10711,T002,2023-12-03,2023-12-21,270,338.27,SKU-098,125
D10712,T003,2023-02-01,2023-02-04,401,308.53,SKU-291,114
D10713,T002,2023-03-13,2023-03-22,1403,1650.94,SKU-074,195
D10714,T011,2023-10-16,2023-10-18,1340,1878.1,SKU-110,119
D10715,T009,2023-01-11,2023-01-23,1156,1676.66,SKU-131,54
D10716,T007,2023-09-19,2023-10-02,906,1517.31,SKU-089,187
D10717,T004,2023-12-15,2023-12-20,242,191.32,SKU-282,132
D10718,T005,2023-08-25,2023-08-26,184,127.99,SKU-172,187
D10719,T011,2023-10-16,2023-10-21,1097,1420.77,SKU-473,60
D10720,T008,2023-01-11,2023-01-13,1758,3061.22,SKU-013,31
D10721,T006,2023-09-10,2023-09-13,1048,1737.72,SKU-574,199
D10722,T003,2023-07-14,2023-07-29,909,755.04,SKU-553,122
D10723,T010,2023-01-05,2023-01-10,387,296.6,SKU-087,57
D10724,T003,2023-11-17,2023-11-27,723,499.72,SKU-191,169
D10725,T005,2023-08-04,2023-08-05,484,352.44,SKU-233,121
D10726,T010,2023-09-11,2023-09-23,1217,1095.8,SKU-191,123
D10727,T011,2023-01-03,2023-01-04,329,550.24,SKU-574,165
D10728,T004,2023-08-17,2023-08-31,1322,1217.97,SKU-458,198
D10729,T006,2023-06-02,2023-06-10,976,1435.66,SKU-347,43
D10730,T006,2023-12-11,2023-12-20,272,456.01,SKU-399,53
D10731,T010,2023-06-26,2023-07-05,1272,1294.5,SKU-540,72
D10732,T006,2023-09-11,2023-09-28,989,1425.61,SKU-294,63
D10733,T006,2023-11-15,2023-11-20,367,592.63,SKU-469,33
D10734,T011,2023-03-25,2023-03-26,1063,1392.67,SKU-455,76
D10735,T011,2023-01-27,2023-02-01,670,988.63,SKU-234,96
D10736,T011,2023-09-05,2023-09-23,1696,2808.8,SKU-504,115
D10737,T012,2023-02-13,2023-02-20,1325,1881.51,SKU-206,13
D10738,T006,2023-10-09,2023-10-12,1396,2200.91,SKU-150,54
D10739,T012,2023-12-03,2023-12-07,1298,1840.2,SKU-429,51
D10740,T003,2023-04-06,2023-04-11,1449,1031.29,SKU-072,6
D10741,T001,2023-05-13,2023-05-16,1408,1639.69,SKU-422,13
D10742,T006,2023-04-11,2023-04-17,1341,2217.27,SKU-485,88
D10743,T003,2023-01-11,2023-01-15,526,383.79,SKU-370,170
D10744,T005,2023-05-07,2023-05-20,571,459.38,SKU-466,98
D10745,T007,2023-02-12,2023-02-22,1431,2548.55,SKU-536,162
D10746,T002,2023-04-07,2023-04-21,254,348.2,SKU-520,46
D10747,T006,2023-09-24,2023-09-27,723,1079.47,SKU-591,183
D10748,T003,2023-01-12,2023-01-15,1313,931.1,SKU-392,87
D10749,T009,2023-05-02,2023-05-08,183,243.01,SKU-561,136
D10750,T010,2023-05-22,2023-06-04,1300,1007.98,SKU-480,97
D10751,T005,2023-09-06,2023-09-17,802,681.64,SKU-263,31
D10752,T011,2023-09-20,2023-10-07,1101,1777.25,SKU-428,76
D10753,T007,2023-08-01,2023-08-19,1077,1750.15,SKU-456,18
D10754,T006,2023-03-26,2023-04-01,836,1160.53,SKU-408,63
D10755,T006,2023-02-02,2023-02-10,1329,1922.86,SKU-365,113
D10756,T007,2023-10-08,2023-10-18,1100,1881.01,SKU-358,199
D10757,T002,2023-10-26,2023-10-28,1585,2035.34,SKU-369,118
D10758,T005,2023-02-22,2023-02-28,49,39.09,SKU-549,10
D10759,T012,2023-05-10,2023-05-18,138,199.84,SKU-457,59
D10760,T009,2023-03-18,2023-03-23,240,382.84,SKU-544,152
D10761,T006,2023-08-28,2023-09-01,331,438.49,SKU-257,198
D10762,T004,2023-07-27,2023-07-28,1530,1265.68,SKU-111,10
D10763,T008,2023-10-12,2023-10-15,1539,2662.57,SKU-594,80
D10764,T006,2023-05-15,2023-05-23,1430,1862.52,SKU-137,84
D10765,T011,2023-02-13,2023-02-19,1749,2238.65,SKU-457,140
D10766,T003,2023-07-01,2023-07-06,1117,777.2,SKU-337,176
D10767,T004,2023-10-02,2023-10-11,89,82.96,SKU-050,196
D10768,T002,2023-01-05,2023-01-13,899,1064.75,SKU-054,116
D10769,T003,2023-11-14,2023-12-02,915,685.01,SKU-596,11
D10770,T003,2023-10-24,2023-11-02,899,702.58,SKU-038,144
D10771,T007,2023-10-26,2023-11-05,1396,2374.13,SKU-373,93
D10772,T007,2023-05-15,2023-05-16,1506,2182.55,SKU-571,135
D10773,T010,2023-09-16,2023-09-20,507,392.7,SKU-282,17
